Transaction_id,Customer_ID,Product_id,Store_Location,Purchase_Date,Unit_Price,Quantity,Total_Price,Payment_Method,Order_Status
T429279,C1277,P348,STORE_13,23-02-2024,657.95,4,2631.8,Bank Transfer,Completed
T429299,C744,P514,STORE_24,29-05-2024,577.38,9,5196.42,PayPal,Cancelled
T429318,C405,P7130,STORE_18,26-04-2024,657.95,8,5263.6,Credit Card,Cancelled
T42932,C91,P492,STORE_26,20-01-2024,763.22,3,2289.66,PayPal,Completed
T429367,C1314,P719,STORE_34,05-03-2024,487.24,6,2923.44,PayPal,Completed
T429400,C1400,P95,STORE_43,19-03-2024,991.51,9,8923.59,Credit Card,Completed
T429431,C430,P50,STORE_13,25-04-2024,797.5,8,6380,Bank Transfer,Completed
T429432,C888,P56,STORE_48,24-07-2024,696.15,8,5569.2,PayPal,Completed
T429446,C1928,P965,STORE_23,01-08-2024,326.79,4,1307.16,Bank Transfer,Completed
T429518,C1875,P513,STORE_36,16-03-2024,507.17,7,3550.19,Credit Card,Completed
T429578,C1199,P205,STORE_18,18-04-2024,577.38,8,4619.04,Credit Card,Completed
T429597,C698,P250,STORE_35,25-04-2024,531.3,7,3719.1,PayPal,Completed
T429618,C1825,P634,STORE_20,10-05-2024,290.75,7,2035.25,PayPal,Completed
T429645,C1787,P133,STORE_8,12-09-2024,573.58,3,1720.74,Bank Transfer,Completed
T429670,C1631,P880,STORE_42,23-08-2024,241.69,4,966.76,Credit Card,Completed
T429673,C321,P882,STORE_15,17-02-2024,577.38,7,4041.66,PayPal,Completed
T429685,C304,P634,STORE_15,24-06-2024,290.75,2,581.5,Bank Transfer,Cancelled
T429720,C1939,P917,STORE_1,25-07-2024,624.45,7,4371.15,Bank Transfer,Completed
T429782,C1874,P922,STORE_34,24-06-2024,997.38,8,7979.04,PayPal,Cancelled
T429800,C1470,P34,STORE_9,21-07-2024,531.3,6,3187.8,Bank Transfer,Cancelled
T429883,C1883,P441,STORE_23,03-03-2024,507.17,1,507.17,PayPal,Completed
T429919,C1499,P195,STORE_15,05-04-2024,487.24,4,1948.96,PayPal,Completed
T42995,C1934,P250,STORE_16,15-07-2024,531.3,6,3187.8,PayPal,Completed
T430009,C1803,P890,STORE_34,30-01-2024,312.45,3,937.35,Bank Transfer,Completed
T430042,C1534,P953,STORE_49,04-03-2024,34.34,5,171.7,Bank Transfer,Cancelled
T430107,C150,P893,STORE_22,07-05-2024,696.15,9,6265.35,Credit Card,Completed
T430131,C1217,P851,STORE_5,30-03-2024,644.04,6,3864.24,Bank Transfer,Cancelled
T430171,C1707,P619,STORE_23,18-09-2024,58.86,4,235.44,Bank Transfer,Cancelled
T430223,C1711,P620,STORE_45,03-04-2024,39.49,9,355.41,Credit Card,Completed
T430227,C212,P495,STORE_29,25-04-2024,429.33,1,429.33,Credit Card,Completed
T430243,C897,P94,STORE_25,27-07-2024,487.24,3,1461.72,Bank Transfer,Cancelled
T430281,C939,P1900,STORE_8,25-02-2024,735.59,10,7355.9,Bank Transfer,Completed
T430296,C314,P742,STORE_44,03-05-2024,696.15,1,696.15,PayPal,Cancelled
T430301,C1835,P893,STORE_24,28-05-2024,696.15,9,6265.35,Credit Card,Completed
T430319,C1891,P805,STORE_13,25-07-2024,207.78,8,1662.24,Bank Transfer,Completed
T43033,C865,P875,STORE_21,14-09-2024,573.58,7,4015.06,PayPal,Completed
T430390,C1645,P406,STORE_27,30-08-2024,577.38,6,3464.28,Credit Card,Completed
T430420,C1398,P425,STORE_46,07-03-2024,113.77,1,113.77,PayPal,Completed
T430429,C745,P133,STORE_9,23-01-2024,573.58,6,3441.48,Credit Card,Completed
T430436,C1067,P719,STORE_3,22-01-2024,487.24,2,974.48,Bank Transfer,Completed
T430454,C275,P133,STORE_22,03-02-2024,573.58,3,1720.74,PayPal,Completed
T430494,C1741,P845,STORE_29,24-02-2024,927.1,4,3708.4,Bank Transfer,Cancelled
T430546,C1340,P653,STORE_9,05-09-2024,927.1,5,4635.5,Credit Card,Completed
T430576,C1377,P388,STORE_29,04-05-2024,326.79,3,980.37,Credit Card,Completed
T430649,C1218,P900,STORE_24,22-05-2024,735.59,8,5884.72,Credit Card,Completed
T430662,C49,P851,STORE_42,01-03-2024,644.04,8,5152.32,Bank Transfer,Completed
T430669,C1491,P53,STORE_31,01-08-2024,34.34,8,274.72,Credit Card,Completed
T430701,C1384,P708,STORE_15,24-02-2024,879.28,9,7913.52,PayPal,Cancelled
T430732,C1619,P283,STORE_44,13-06-2024,308.4,1,308.4,PayPal,Completed
T43075,C287,P483,STORE_13,08-07-2024,429.94,1,429.94,Credit Card,Cancelled
T430752,C810,P53,STORE_47,05-06-2024,34.34,5,171.7,Credit Card,Completed
T430764,C172,P24,STORE_15,15-09-2024,945.45,10,9454.5,PayPal,Cancelled
T430765,C1305,P832,STORE_7,12-04-2024,927.1,2,1854.2,Credit Card,Completed
T430766,C33,P266,STORE_16,11-09-2024,880.39,3,2641.17,PayPal,Completed
T430813,C107,P95,STORE_16,28-01-2024,991.51,8,7932.08,PayPal,Completed
T430845,C1192,P250,STORE_29,06-09-2024,531.3,2,1062.6,Bank Transfer,Completed
T430858,C1383,P276,STORE_45,07-05-2024,141.57,6,849.42,Credit Card,Completed
T430866,C1072,P900,STORE_39,13-01-2024,735.59,4,2942.36,PayPal,Cancelled
T430872,C952,P784,STORE_13,21-02-2024,34.34,10,343.4,PayPal,Completed
T431053,C416,P864,STORE_27,11-01-2024,615.07,7,4305.49,Credit Card,Completed
T431065,C1668,P113,STORE_26,12-09-2024,879.28,4,3517.12,Credit Card,Completed
T431104,C1531,P1419,STORE_12,18-09-2024,793.94,7,5557.58,Bank Transfer,Completed
T431136,C292,P778,STORE_7,26-04-2024,332.64,8,2661.12,PayPal,Cancelled
T431188,C1417,P926,STORE_31,21-05-2024,311.52,8,2492.16,PayPal,Completed
T431212,C431,P278,STORE_42,03-09-2024,434.78,3,1304.34,PayPal,Cancelled
T431220,C1845,P205,STORE_36,04-07-2024,577.38,4,2309.52,Bank Transfer,Cancelled
T431269,C1305,P425,STORE_45,02-06-2024,113.77,6,682.62,Bank Transfer,Completed
T431284,C1951,P623,STORE_22,31-07-2024,531.3,6,3187.8,Credit Card,Cancelled
T431300,C1232,P407,STORE_27,11-03-2024,767.45,3,2302.35,Bank Transfer,Completed
T431313,C1258,P250,STORE_38,24-03-2024,531.3,6,3187.8,PayPal,Completed
T431332,C471,P138,STORE_21,26-07-2024,763.22,8,6105.76,Bank Transfer,Cancelled
T431404,C314,P738,STORE_4,06-04-2024,763.22,4,3052.88,Credit Card,Cancelled
T431466,C1381,P113,STORE_27,21-07-2024,879.28,6,5275.68,Credit Card,Cancelled
T431470,C32,P558,STORE_29,28-07-2024,234.76,10,2347.6,Bank Transfer,Completed
T431500,C971,P723,STORE_17,26-04-2024,241.69,10,2416.9,Credit Card,Completed
T431511,C404,P902,STORE_6,08-02-2024,402.2,9,3619.8,PayPal,Completed
T431552,C1220,P491,STORE_31,26-07-2024,507.17,4,2028.68,PayPal,Completed
T431564,C720,P2,STORE_32,29-07-2024,207.78,2,415.56,Bank Transfer,Completed
T431575,C1921,P769,STORE_39,12-04-2024,429.94,3,1289.82,Credit Card,Completed
T431576,C707,P902,STORE_10,07-06-2024,402.2,3,1206.6,Credit Card,Completed
T431591,C1844,P419,STORE_5,10-01-2024,113.77,1,113.77,PayPal,Completed
T431663,C1439,P149,STORE_7,29-03-2024,241.69,5,1208.45,Bank Transfer,Completed
T431690,C1087,P861,STORE_13,15-02-2024,763.22,7,5342.54,PayPal,Cancelled
T431692,C77,P599,STORE_12,30-03-2024,34.34,8,274.72,Credit Card,Completed
T431694,C1521,P348,STORE_34,08-02-2024,657.95,8,5263.6,Bank Transfer,Completed
T431716,C341,P349,STORE_50,02-04-2024,927.1,9,8343.9,Credit Card,Completed
T431782,C52,P53,STORE_50,06-05-2024,34.34,6,206.04,Credit Card,Cancelled
T431792,C1215,P69,STORE_13,27-02-2024,961.39,4,3845.56,Credit Card,Completed
T431805,C1975,P554,STORE_2,06-05-2024,740.88,10,7408.8,Bank Transfer,Cancelled
T431850,C1504,P1900,STORE_1,01-06-2024,735.59,2,1471.18,PayPal,Completed
T431889,C576,P634,STORE_29,30-06-2024,290.75,8,2326,Bank Transfer,Completed
T431950,C202,P917,STORE_22,08-04-2024,624.45,3,1873.35,PayPal,Cancelled
T431973,C1499,P195,STORE_9,17-02-2024,487.24,6,2923.44,Bank Transfer,Completed
T432036,C1842,P742,STORE_39,26-04-2024,696.15,1,696.15,Bank Transfer,Completed
T432055,C1022,P465,STORE_15,21-09-2024,577.38,3,1732.14,PayPal,Cancelled
T432182,C1,P1875,STORE_46,09-03-2024,523.11,10,5231.1,PayPal,Cancelled
T432183,C587,P916,STORE_24,28-07-2024,531.3,10,5313,Bank Transfer,Cancelled
T432249,C1780,P623,STORE_43,26-02-2024,531.3,4,2125.2,Credit Card,Cancelled
T432260,C980,P805,STORE_12,10-04-2024,207.78,8,1662.24,Bank Transfer,Cancelled
T432262,C1893,P603,STORE_15,30-07-2024,11.54,6,69.24,Bank Transfer,Completed
T432338,C1532,P796,STORE_6,01-09-2024,531.3,1,531.3,PayPal,Completed
T432352,C626,P778,STORE_9,03-08-2024,332.64,2,665.28,PayPal,Completed
T432409,C1862,P81,STORE_39,28-07-2024,326.79,8,2614.32,Bank Transfer,Completed
T432423,C1449,P623,STORE_21,24-06-2024,531.3,3,1593.9,PayPal,Completed
T432462,C572,P784,STORE_20,16-01-2024,34.34,8,274.72,Credit Card,Completed
T432465,C888,P36,STORE_45,14-03-2024,141.57,2,283.14,Bank Transfer,Completed
T432517,C1977,P569,STORE_13,21-07-2024,673.73,4,2694.92,Bank Transfer,Cancelled
T432527,C1176,P970,STORE_41,04-06-2024,113.76,4,455.04,Bank Transfer,Completed
T432529,C1441,P623,STORE_8,14-06-2024,531.3,2,1062.6,PayPal,Completed
T432549,C592,P544,STORE_48,01-06-2024,879.28,3,2637.84,Bank Transfer,Cancelled
T43255,C299,P937,STORE_26,16-03-2024,507.17,4,2028.68,PayPal,Completed
T432607,C1850,P7130,STORE_11,08-01-2024,657.95,8,5263.6,Bank Transfer,Completed
T432615,C1843,P742,STORE_36,26-03-2024,696.15,2,1392.3,PayPal,Completed
T432620,C1716,P7130,STORE_34,08-06-2024,657.95,6,3947.7,Bank Transfer,Completed
T432624,C897,P366,STORE_33,07-09-2024,767.45,5,3837.25,Bank Transfer,Completed
T43263,C1291,P644,STORE_35,23-06-2024,34.34,3,103.02,Bank Transfer,Completed
T432678,C914,P517,STORE_31,20-09-2024,452.15,7,3165.05,Bank Transfer,Cancelled
T432719,C828,P393,STORE_33,23-01-2024,207.78,7,1454.46,PayPal,Completed
T432729,C984,P53,STORE_33,19-02-2024,34.34,6,206.04,Credit Card,Cancelled
T432761,C1431,P913,STORE_37,15-03-2024,696.15,6,4176.9,Bank Transfer,Completed
T432788,C496,P366,STORE_16,27-04-2024,767.45,8,6139.6,Credit Card,Completed
T432805,C99,P1977,STORE_24,30-06-2024,529.42,9,4764.78,Credit Card,Completed
T432823,C1609,P74,STORE_42,09-07-2024,207.78,9,1870.02,PayPal,Completed
T432831,C848,P917,STORE_4,17-04-2024,624.45,5,3122.25,PayPal,Completed
T432841,C1667,P642,STORE_48,23-09-2024,767.45,3,2302.35,PayPal,Cancelled
T432845,C1038,P398,STORE_9,13-02-2024,58.86,9,529.74,Credit Card,Completed
T432903,C383,P278,STORE_35,14-05-2024,434.78,9,3913.02,PayPal,Cancelled
T43291,C991,P110,STORE_3,07-03-2024,98.82,8,790.56,PayPal,Completed
T432960,C1306,P493,STORE_29,14-04-2024,531.3,2,1062.6,PayPal,Cancelled
T432998,C1732,P905,STORE_39,18-08-2024,58.86,2,117.72,Bank Transfer,Cancelled
T43300,C1230,P832,STORE_47,04-05-2024,927.1,7,6489.7,Credit Card,Completed
T433010,C1753,P205,STORE_21,27-02-2024,577.38,7,4041.66,PayPal,Completed
T433070,C1929,P725,STORE_31,09-03-2024,740.88,9,6667.92,Bank Transfer,Cancelled
T433114,C114,P195,STORE_32,26-01-2024,487.24,3,1461.72,Bank Transfer,Completed
T433152,C573,P896,STORE_10,28-07-2024,927.1,5,4635.5,Credit Card,Cancelled
T433158,C1949,P558,STORE_9,20-03-2024,234.76,10,2347.6,PayPal,Cancelled
T433165,C774,P875,STORE_10,20-01-2024,573.58,10,5735.8,PayPal,Cancelled
T433234,C802,P634,STORE_46,02-01-2024,290.75,4,1163,Credit Card,Cancelled
T433262,C220,P36,STORE_47,08-06-2024,141.57,2,283.14,Credit Card,Completed
T433291,C1789,P796,STORE_9,26-07-2024,531.3,5,2656.5,PayPal,Completed
T433353,C1619,P149,STORE_45,04-06-2024,241.69,8,1933.52,Credit Card,Completed
T433369,C210,P982,STORE_16,16-02-2024,507.17,4,2028.68,Bank Transfer,Completed
T43337,C1717,P348,STORE_42,30-05-2024,657.95,2,1315.9,Bank Transfer,Completed
T433388,C1301,P719,STORE_39,05-06-2024,487.24,7,3410.68,Bank Transfer,Completed
T433396,C622,P244,STORE_32,19-08-2024,429.94,1,429.94,Bank Transfer,Cancelled
T433432,C1615,P212,STORE_28,04-03-2024,452.15,1,452.15,Credit Card,Cancelled
T433435,C1892,P977,STORE_3,30-04-2024,234.76,9,2112.84,PayPal,Completed
T433472,C251,P432,STORE_13,27-04-2024,879.28,2,1758.56,Bank Transfer,Cancelled
T433515,C796,P2,STORE_20,24-02-2024,207.78,10,2077.8,Credit Card,Completed
T433545,C1278,P57,STORE_5,22-06-2024,98.82,6,592.92,Credit Card,Completed
T433613,C788,P719,STORE_50,01-09-2024,487.24,2,974.48,Bank Transfer,Cancelled
T433622,C1963,P433,STORE_20,28-03-2024,759.65,5,3798.25,Credit Card,Completed
T433636,C993,P1900,STORE_9,12-09-2024,735.59,3,2206.77,Bank Transfer,Completed
T433664,C1829,P832,STORE_30,21-04-2024,927.1,1,927.1,Credit Card,Cancelled
T433674,C695,P653,STORE_45,03-09-2024,927.1,8,7416.8,Bank Transfer,Completed
T433699,C1354,P432,STORE_22,28-03-2024,879.28,2,1758.56,Credit Card,Completed
T433706,C1448,P796,STORE_41,12-03-2024,531.3,8,4250.4,Credit Card,Cancelled
T433707,C1055,P224,STORE_48,24-04-2024,368.44,6,2210.64,PayPal,Completed
T433789,C248,P845,STORE_36,04-05-2024,927.1,4,3708.4,Credit Card,Completed
T433813,C1161,P432,STORE_48,05-09-2024,879.28,4,3517.12,PayPal,Completed
T433893,C1185,P1900,STORE_9,11-09-2024,735.59,6,4413.54,Bank Transfer,Completed
T43390,C819,P629,STORE_35,18-08-2024,58.86,7,412.02,Bank Transfer,Cancelled
T433903,C1005,P254,STORE_40,12-09-2024,759.65,4,3038.6,Credit Card,Cancelled
T433909,C889,P730,STORE_25,18-09-2024,326.79,5,1633.95,Credit Card,Cancelled
T43391,C472,P212,STORE_38,14-05-2024,452.15,4,1808.6,Credit Card,Cancelled
T433918,C378,P978,STORE_27,12-01-2024,879.28,6,5275.68,Credit Card,Completed
T433949,C145,P681,STORE_46,01-03-2024,927.1,4,3708.4,PayPal,Completed
T433951,C1711,P905,STORE_24,07-03-2024,58.86,9,529.74,PayPal,Completed
T433961,C1735,P640,STORE_36,11-07-2024,332.64,9,2993.76,PayPal,Completed
T434012,C1458,P900,STORE_38,25-05-2024,735.59,10,7355.9,Bank Transfer,Completed
T43404,C56,P536,STORE_36,28-07-2024,531.3,3,1593.9,Credit Card,Completed
T434066,C1507,P561,STORE_1,29-08-2024,635.72,9,5721.48,PayPal,Cancelled
T434081,C1309,P938,STORE_2,01-03-2024,759.65,6,4557.9,PayPal,Completed
T434088,C910,P742,STORE_37,09-04-2024,696.15,7,4873.05,Bank Transfer,Completed
T43410,C453,P778,STORE_5,01-06-2024,332.64,10,3326.4,PayPal,Completed
T43417,C1082,P266,STORE_40,06-04-2024,880.39,9,7923.51,PayPal,Cancelled
T434200,C1062,P934,STORE_1,01-05-2024,241.69,6,1450.14,Bank Transfer,Completed
T434203,C597,P779,STORE_23,20-02-2024,676.12,9,6085.08,Bank Transfer,Completed
T43422,C774,P681,STORE_1,24-04-2024,927.1,1,927.1,Bank Transfer,Completed
T434254,C7,P935,STORE_21,29-04-2024,135.89,3,407.67,Credit Card,Completed
T434267,C291,P56,STORE_29,28-08-2024,696.15,1,696.15,Credit Card,Completed
T434329,C134,P917,STORE_11,27-03-2024,624.45,1,624.45,Credit Card,Cancelled
T434336,C792,P738,STORE_18,27-05-2024,763.22,2,1526.44,PayPal,Completed
T434342,C1229,P496,STORE_6,08-09-2024,34.34,5,171.7,Credit Card,Completed
T434363,C1006,P36,STORE_8,11-09-2024,141.57,5,707.85,Bank Transfer,Completed
T434367,C688,P882,STORE_21,29-04-2024,577.38,5,2886.9,Bank Transfer,Cancelled
T434370,C1743,P52,STORE_22,04-08-2024,452.15,10,4521.5,Credit Card,Completed
T434380,C1479,P621,STORE_33,10-04-2024,876.4,1,876.4,PayPal,Completed
T434441,C1223,P725,STORE_36,04-08-2024,740.88,3,2222.64,PayPal,Completed
T434444,C88,P407,STORE_47,12-01-2024,767.45,1,767.45,Credit Card,Cancelled
T434469,C1284,P843,STORE_45,27-03-2024,207.78,6,1246.68,Bank Transfer,Completed
T434470,C303,P179,STORE_31,03-05-2024,697.35,2,1394.7,PayPal,Completed
T434484,C1612,P31,STORE_8,11-07-2024,241.69,9,2175.21,Bank Transfer,Completed
T434486,C366,P818,STORE_27,09-01-2024,740.88,9,6667.92,Credit Card,Cancelled
T434508,C170,P407,STORE_49,28-01-2024,767.45,10,7674.5,Bank Transfer,Cancelled
T434521,C141,P537,STORE_16,01-02-2024,531.3,6,3187.8,PayPal,Completed
T434525,C168,P456,STORE_37,18-04-2024,531.3,3,1593.9,Bank Transfer,Completed
T434545,C1246,P425,STORE_21,05-02-2024,113.77,1,113.77,Bank Transfer,Completed
T43455,C997,P419,STORE_23,03-03-2024,113.77,10,1137.7,Bank Transfer,Completed
T434568,C836,P446,STORE_18,21-04-2024,748.94,1,748.94,Bank Transfer,Completed
T434571,C402,P220,STORE_39,16-07-2024,770.83,10,7708.3,Bank Transfer,Completed
T434573,C1472,P492,STORE_23,01-03-2024,763.22,1,763.22,Credit Card,Completed
T434586,C403,P406,STORE_8,22-02-2024,577.38,1,577.38,Credit Card,Completed
T434602,C1791,P861,STORE_47,31-03-2024,763.22,8,6105.76,Credit Card,Completed
T434623,C645,P890,STORE_41,30-08-2024,312.45,2,624.9,Bank Transfer,Cancelled
T434638,C1018,P94,STORE_11,07-05-2024,487.24,4,1948.96,Bank Transfer,Completed
T434739,C1241,P1988,STORE_29,18-01-2024,429.33,2,858.66,Credit Card,Cancelled
T434749,C526,P981,STORE_34,18-09-2024,141.57,5,707.85,PayPal,Cancelled
T434858,C64,P1875,STORE_18,02-02-2024,523.11,1,523.11,Credit Card,Completed
T43488,C1311,P138,STORE_22,12-03-2024,763.22,9,6868.98,PayPal,Completed
T434914,C236,P799,STORE_3,29-04-2024,621.67,8,4973.36,PayPal,Completed
T434975,C929,P845,STORE_16,31-08-2024,927.1,7,6489.7,PayPal,Completed
T434996,C609,P52,STORE_41,09-08-2024,452.15,2,904.3,Bank Transfer,Completed
T435043,C556,P513,STORE_11,10-01-2024,507.17,2,1014.34,Bank Transfer,Completed
T435066,C1939,P20,STORE_31,14-06-2024,763.22,9,6868.98,Credit Card,Cancelled
T435073,C1443,P441,STORE_5,15-03-2024,507.17,5,2535.85,PayPal,Completed
T435094,C231,P779,STORE_12,12-04-2024,676.12,6,4056.72,Bank Transfer,Completed
T435102,C1558,P544,STORE_18,03-02-2024,879.28,2,1758.56,Bank Transfer,Completed
T435150,C422,P682,STORE_40,21-04-2024,452.15,5,2260.75,Bank Transfer,Completed
T435151,C25,P778,STORE_48,26-04-2024,332.64,4,1330.56,Credit Card,Cancelled
T435156,C422,P558,STORE_27,30-06-2024,234.76,4,939.04,PayPal,Completed
T435186,C1179,P978,STORE_20,22-05-2024,879.28,2,1758.56,Bank Transfer,Completed
T435214,C969,P564,STORE_32,12-06-2024,577.38,6,3464.28,PayPal,Cancelled
T435227,C1872,P545,STORE_9,02-07-2024,452.15,3,1356.45,Bank Transfer,Completed
T435271,C1507,P623,STORE_49,11-09-2024,531.3,4,2125.2,PayPal,Completed
T435301,C1497,P220,STORE_41,24-02-2024,770.83,3,2312.49,PayPal,Cancelled
T435372,C1049,P434,STORE_5,04-03-2024,577.38,6,3464.28,Bank Transfer,Completed
T435377,C849,P24,STORE_48,27-05-2024,945.45,4,3781.8,PayPal,Completed
T435389,C282,P714,STORE_2,02-07-2024,759.65,3,2278.95,PayPal,Cancelled
T435426,C1657,P349,STORE_17,29-04-2024,927.1,4,3708.4,Credit Card,Cancelled
T435470,C1912,P263,STORE_48,02-05-2024,429.94,6,2579.64,Bank Transfer,Cancelled
T435509,C1424,P434,STORE_22,09-08-2024,577.38,5,2886.9,Credit Card,Cancelled
T435554,C1861,P719,STORE_36,13-09-2024,487.24,8,3897.92,PayPal,Completed
T435564,C1343,P52,STORE_8,07-01-2024,452.15,6,2712.9,PayPal,Completed
T435572,C1141,P248,STORE_47,26-01-2024,429.94,1,429.94,Credit Card,Completed
T435573,C425,P493,STORE_32,28-05-2024,531.3,3,1593.9,Credit Card,Completed
T435622,C519,P578,STORE_39,01-08-2024,326.79,6,1960.74,Bank Transfer,Cancelled
T435652,C1173,P769,STORE_35,16-08-2024,429.94,5,2149.7,Credit Card,Cancelled
T435689,C1973,P349,STORE_37,08-03-2024,927.1,10,9271,Bank Transfer,Cancelled
T435722,C1969,P234,STORE_43,09-09-2024,531.3,7,3719.1,Bank Transfer,Completed
T435762,C534,P7130,STORE_9,05-03-2024,657.95,4,2631.8,PayPal,Completed
T435785,C874,P988,STORE_16,24-04-2024,572.63,1,572.63,PayPal,Completed
T435803,C1069,P882,STORE_41,08-01-2024,577.38,10,5773.8,Credit Card,Completed
T435812,C1309,P20,STORE_2,18-04-2024,763.22,2,1526.44,Bank Transfer,Completed
T435853,C430,P902,STORE_20,18-05-2024,402.2,9,3619.8,PayPal,Completed
T435854,C1484,P1922,STORE_39,09-07-2024,748.94,10,7489.4,Bank Transfer,Cancelled
T43588,C225,P932,STORE_42,31-03-2024,759.65,7,5317.55,PayPal,Completed
T435914,C409,P95,STORE_27,30-06-2024,991.51,4,3966.04,Bank Transfer,Completed
T435929,C342,P620,STORE_28,28-01-2024,39.49,10,394.9,Bank Transfer,Cancelled
T43595,C329,P205,STORE_44,05-06-2024,577.38,7,4041.66,Bank Transfer,Completed
T435956,C1868,P266,STORE_16,15-01-2024,880.39,6,5282.34,Credit Card,Cancelled
T43599,C1833,P127,STORE_30,03-07-2024,763.22,7,5342.54,Credit Card,Completed
T436012,C1612,P432,STORE_31,04-07-2024,879.28,2,1758.56,Credit Card,Cancelled
T436013,C988,P523,STORE_9,23-07-2024,759.65,2,1519.3,Credit Card,Completed
T436015,C776,P917,STORE_39,02-09-2024,624.45,4,2497.8,Bank Transfer,Cancelled
T436043,C1023,P552,STORE_48,16-03-2024,452.15,4,1808.6,Bank Transfer,Completed
T436050,C107,P702,STORE_34,23-06-2024,763.22,1,763.22,Bank Transfer,Completed
T436108,C1132,P496,STORE_2,05-03-2024,34.34,5,171.7,Bank Transfer,Completed
T436123,C632,P755,STORE_50,07-01-2024,70.81,5,354.05,PayPal,Completed
T436128,C1707,P682,STORE_21,25-01-2024,452.15,8,3617.2,Credit Card,Cancelled
T436165,C1812,P913,STORE_41,31-03-2024,696.15,6,4176.9,Bank Transfer,Cancelled
T436192,C1175,P127,STORE_38,06-02-2024,763.22,6,4579.32,PayPal,Completed
T436199,C393,P640,STORE_15,10-07-2024,332.64,8,2661.12,PayPal,Completed
T436255,C327,P337,STORE_20,07-03-2024,763.22,1,763.22,Bank Transfer,Cancelled
T436278,C272,P1977,STORE_17,29-05-2024,529.42,5,2647.1,Bank Transfer,Completed
T436302,C1912,P53,STORE_41,09-07-2024,34.34,10,343.4,Credit Card,Cancelled
T436343,C1233,P113,STORE_32,03-06-2024,879.28,2,1758.56,PayPal,Cancelled
T43635,C1049,P882,STORE_18,03-07-2024,577.38,3,1732.14,Bank Transfer,Completed
T436354,C1621,P913,STORE_36,03-08-2024,696.15,10,6961.5,Credit Card,Completed
T436361,C368,P215,STORE_30,17-02-2024,879.28,4,3517.12,PayPal,Completed
T436425,C75,P569,STORE_8,17-06-2024,673.73,7,4716.11,Bank Transfer,Cancelled
T436470,C1309,P517,STORE_15,04-08-2024,452.15,9,4069.35,Bank Transfer,Completed
T436478,C304,P1531,STORE_48,22-08-2024,39.49,2,78.98,PayPal,Completed
T436496,C331,P536,STORE_28,10-08-2024,531.3,8,4250.4,Bank Transfer,Completed
T436499,C1019,P523,STORE_29,03-07-2024,759.65,1,759.65,PayPal,Cancelled
T43652,C44,P552,STORE_29,13-08-2024,452.15,7,3165.05,Bank Transfer,Cancelled
T436523,C1368,P953,STORE_1,27-03-2024,34.34,1,34.34,PayPal,Completed
T436528,C1894,P470,STORE_49,24-05-2024,234.76,10,2347.6,Bank Transfer,Completed
T436566,C1609,P944,STORE_12,08-04-2024,429.94,7,3009.58,Bank Transfer,Cancelled
T436596,C1109,P179,STORE_44,31-05-2024,697.35,4,2789.4,Credit Card,Cancelled
T436657,C867,P212,STORE_40,05-06-2024,452.15,9,4069.35,Credit Card,Completed
T436674,C1553,P965,STORE_9,19-06-2024,326.79,9,2941.11,Bank Transfer,Completed
T436718,C1443,P723,STORE_35,01-07-2024,241.69,1,241.69,PayPal,Completed
T436793,C55,P366,STORE_34,20-02-2024,767.45,3,2302.35,Credit Card,Completed
T436797,C1215,P816,STORE_42,29-02-2024,234.76,7,1643.32,Credit Card,Completed
T436813,C565,P644,STORE_4,03-01-2024,34.34,6,206.04,Bank Transfer,Cancelled
T436814,C671,P623,STORE_32,27-01-2024,531.3,2,1062.6,PayPal,Cancelled
T436867,C765,P276,STORE_4,10-08-2024,141.57,7,990.99,PayPal,Completed
T436871,C80,P2,STORE_37,08-07-2024,207.78,7,1454.46,PayPal,Completed
T436896,C1324,P31,STORE_16,17-07-2024,241.69,1,241.69,Credit Card,Completed
T436918,C946,P348,STORE_2,12-04-2024,657.95,1,657.95,Bank Transfer,Cancelled
T436934,C1098,P544,STORE_35,20-09-2024,879.28,8,7034.24,PayPal,Completed
T437009,C912,P984,STORE_41,09-05-2024,442.36,5,2211.8,Credit Card,Completed
T437012,C204,P886,STORE_48,30-05-2024,725.45,7,5078.15,PayPal,Cancelled
T437030,C105,P864,STORE_31,17-05-2024,615.07,8,4920.56,Credit Card,Completed
T43711,C1261,P127,STORE_1,24-08-2024,763.22,8,6105.76,Bank Transfer,Completed
T437127,C51,P880,STORE_4,09-04-2024,241.69,3,725.07,Credit Card,Cancelled
T437165,C61,P34,STORE_9,25-04-2024,531.3,7,3719.1,Credit Card,Cancelled
T437229,C891,P224,STORE_46,30-05-2024,368.44,2,736.88,Bank Transfer,Completed
T437231,C406,P283,STORE_28,26-08-2024,308.4,4,1233.6,Bank Transfer,Cancelled
T437238,C180,P1988,STORE_10,05-04-2024,429.33,7,3005.31,Credit Card,Cancelled
T437359,C1644,P902,STORE_5,16-06-2024,402.2,3,1206.6,Credit Card,Completed
T437380,C1245,P886,STORE_30,12-01-2024,725.45,4,2901.8,PayPal,Completed
T437391,C1787,P922,STORE_15,23-05-2024,997.38,2,1994.76,Credit Card,Completed
T437420,C1511,P4107,STORE_15,15-04-2024,212.96,6,1277.76,Credit Card,Cancelled
T437435,C1917,P984,STORE_35,06-02-2024,442.36,10,4423.6,Bank Transfer,Completed
T43746,C1792,P514,STORE_36,24-02-2024,577.38,4,2309.52,PayPal,Cancelled
