Transaction_id,Customer_ID,Age,Gender,Loyalty_Member,Product_Type,product_id,Order_Status,Payment_Method,Total_Price,Unit_Price,Quantity,Purchase_Date,Channel,City,Store_Location
T322325,C981,49,Male,No,Beauty,P905,Cancelled,Credit Card,588.6,58.86,10,08-08-2024,Physical,Bishopbury,STORE_18
T322328,C1336,21,Female,No,Home,P205,Cancelled,Credit Card,8287.02,920.78,9,30-12-2023,Online,Hillfort,STORE_35
T322336,C1347,21,Female,No,Electronics,P113,Completed,Paypal,3210.1,321.01,10,02-01-2024,Online,East Chris,STORE_33
T322405,C1647,21,Female,Yes,Electronics,P742,Completed,Debit Card,2046.9,204.69,10,15-03-2024,Physical,Hendersonmouth,STORE_29
T322445,C669,58,Female,Yes,Clothing,P549,Cancelled,Credit Card,6181.4,618.14,10,06-12-2023,Online,Lake David,STORE_32
T322466,C338,58,Female,Yes,Toys,P346,Cancelled,Cash,961.98,160.33,6,11-07-2024,Online,Nicoletown,STORE_23
T32248,C1451,31,Female,No,Clothing,P254,Completed,Cash,592.36,592.36,1,19-08-2024,Physical,Lake Johnberg,STORE_36
T322480,C1512,41,Female,No,Clothing,P283,Completed,Cash,1233.6,308.4,4,25-10-2023,Physical,Tracyland,STORE_46
T322495,C1613,73,Male,No,Electronics,P902,Completed,Paypal,402.2,402.2,1,10-01-2024,Online,Port Michael,STORE_13
T322526,C547,73,Male,No,Books,P799,Completed,Credit Card,621.67,621.67,1,13-01-2024,Online,Port Michele,STORE_12
T322540,C585,73,Male,No,Beauty,P407,Completed,Cash,3069.8,767.45,4,10-06-2024,Physical,Briggsbury,STORE_5
T322544,C186,27,Female,Yes,Electronics,P55,Cancelled,Paypal,840.8,84.08,10,02-02-2024,Physical,Port Glenn,STORE_27
T322558,C375,27,Female,Yes,Toys,P496,Cancelled,Credit Card,9065.1,906.51,10,20-04-2024,Online,South Brittanyshire,STORE_23
T322607,C1885,27,Female,No,Home,P110,Cancelled,Credit Card,2491.68,415.28,6,02-06-2024,Online,Lake Colleen,STORE_32
T322662,C1781,49,Female,Yes,Books,P725,Completed,Cash,3302,330.2,10,07-03-2024,Online,Hallside,STORE_8
T322702,C1102,49,Female,No,Electronics,P1922,Completed,Paypal,2246.82,748.94,3,07-06-2024,Physical,South Richardview,STORE_29
T322830,C316,73,Male,No,Electronics,P212,Completed,Paypal,1309.8,327.45,4,04-01-2024,Physical,Garretthaven,STORE_26
T322855,C604,73,Male,No,Beauty,P244,Completed,Debit Card,1735.05,578.35,3,04-05-2024,Physical,Holmesport,STORE_7
T322860,C1868,30,Female,No,Beauty,P50,Completed,Credit Card,797.5,797.5,1,07-02-2024,Physical,Lake Rebecca,STORE_26
T322871,C1527,65,Male,No,Toys,P133,Completed,Debit Card,4687.32,781.22,6,15-03-2024,Physical,Port Donna,STORE_21
T322951,C1797,74,Male,No,Toys,P28,Completed,Debit Card,1819.08,202.12,9,21-12-2023,Online,North Jennifer,STORE_6
T322962,C1348,27,Male,Yes,Electronics,P493,Cancelled,Paypal,7798.4,779.84,10,15-07-2024,Physical,Jerometown,STORE_50
T323050,C535,27,Male,No,Electronics,P55,Completed,Credit Card,84.08,84.08,1,17-09-2024,store_type,Stuartstad,store_id
T323174,C1551,68,Male,No,Toys,P7130,Completed,Paypal,5263.6,657.95,8,01-12-2023,Online,Thompsonshire,STORE_6
T323191,C573,47,Female,No,Electronics,P55,Cancelled,Debit Card,336.32,84.08,4,20-01-2024,Online,South Brandiview,STORE_2
T323215,C1786,47,Female,No,Beauty,P882,Completed,Cash,1496.79,166.31,9,08-09-2024,Physical,Christopherhaven,STORE_10
T323226,C1416,76,Male,Yes,Books,P388,Completed,Credit Card,1512.76,378.19,4,08-11-2023,Physical,South Jaclyn,STORE_5
T323281,C136,76,Male,No,Electronics,P255,Completed,Credit Card,1356.45,452.15,3,01-04-2024,Physical,Leeland,STORE_18
T323283,C424,63,Female,No,Toys,P6,Completed,Debit Card,4752.66,792.11,6,30-09-2023,Physical,Shelleyburgh,STORE_47
T323317,C1571,63,Female,Yes,Home,P644,Completed,Cash,2974.53,991.51,3,25-06-2024,Online,North Charlotte,STORE_35
T323333,C402,25,Male,No,Electronics,P1922,Completed,Credit Card,2995.76,748.94,4,13-11-2023,Online,Elizabethtown,STORE_2
T323360,C858,25,Male,No,Home,P56,Completed,Cash,488.3,97.66,5,16-04-2024,Physical,East Michaelburgh,STORE_48
T323376,C1120,20,Female,No,Books,P799,Completed,Paypal,1243.34,621.67,2,26-07-2024,Online,Joshuamouth,STORE_45
T323396,C998,74,Female,No,Toys,P639,Completed,Credit Card,672.08,84.01,8,21-04-2024,Online,East Sandrachester,STORE_38
T323424,C969,76,Female,No,Home,P644,Cancelled,Credit Card,6940.57,991.51,7,19-10-2023,Online,New Danaland,STORE_31
T323512,C1548,74,Male,No,Clothing,P283,Completed,Cash,1233.6,308.4,4,17-03-2024,Online,Jacobbury,STORE_31
T323540,C1550,56,Male,Yes,Clothing,P36,Cancelled,Paypal,5676.6,567.66,10,22-04-2024,store_type,Garyport,store_id
T323599,C383,56,Male,Yes,Clothing,P549,Completed,Paypal,1854.42,618.14,3,26-07-2024,Physical,West Frankchester,STORE_21
T323607,C853,73,Female,Yes,Clothing,P517,Cancelled,Paypal,4349.2,543.65,8,26-12-2023,Physical,South Joshuaville,STORE_36
T323618,C1622,73,Female,Yes,Clothing,P36,Completed,Debit Card,5676.6,567.66,10,04-05-2024,Physical,Garychester,STORE_50
T323649,C49,58,Male,No,Clothing,P890,Completed,Paypal,3124.5,312.45,10,04-12-2023,Physical,New Roberthaven,STORE_18
T323652,C779,58,Male,No,Toys,P349,Completed,Cash,1448.06,724.03,2,04-04-2024,Physical,North Marcuschester,STORE_47
T323680,C1033,40,Male,No,Clothing,P1644,Cancelled,Debit Card,884.72,442.36,2,11-03-2024,Online,Ayersmouth,STORE_43
T323689,C76,40,Male,No,Toys,P346,Completed,Cash,1282.64,160.33,8,18-04-2024,Physical,Timothyfort,STORE_11
T323705,C1715,40,Male,No,Books,P984,Completed,Debit Card,259.18,259.18,1,18-07-2024,Online,Chenborough,STORE_2
T32373,C415,40,Male,No,Beauty,P138,Completed,Cash,6105.76,763.22,8,03-08-2024,Online,Port Matthewfurt,STORE_12
T323735,C1632,33,Female,No,Beauty,P263,Completed,Credit Card,2101.25,420.25,5,05-05-2024,Online,Port Nicolas,STORE_13
T323765,C443,34,Male,No,Electronics,P554,Completed,Cash,5927.04,740.88,8,11-02-2024,Physical,West Joseph,STORE_7
T323837,C1268,34,Male,No,Clothing,P545,Cancelled,Credit Card,540.18,540.18,1,23-07-2024,Online,Port Vernon,STORE_35
T323839,C581,51,Male,No,Home,P110,Completed,Debit Card,3322.24,415.28,8,11-04-2024,Online,Jennifermouth,STORE_23
T323992,C602,51,Male,Yes,Home,P619,Completed,Paypal,8011.62,890.18,9,18-07-2024,Physical,South Michelle,STORE_27
T324011,C1748,51,Male,Yes,Clothing,P913,Completed,Paypal,3480.75,696.15,5,20-07-2024,Physical,Robertfurt,STORE_20
T324014,C1286,51,Male,No,Clothing,P46,Completed,Paypal,240.38,34.34,7,20-08-2024,Online,Lake Josephhaven,STORE_39
T324074,C1513,80,Male,No,Home,P536,Completed,Credit Card,693.12,346.56,2,28-02-2024,Physical,West Abigailside,STORE_28
T324118,C1282,35,Female,No,Clothing,P890,Completed,Paypal,2187.15,312.45,7,31-08-2024,Physical,New Mary,STORE_16
T324147,C1714,51,Female,No,Electronics,P212,Cancelled,Paypal,654.9,327.45,2,24-05-2024,Physical,Duarteland,STORE_37
T324156,C1440,69,Male,Yes,Books,P388,Cancelled,Paypal,756.38,378.19,2,06-01-2024,Physical,Erinborough,STORE_21
T324203,C1174,69,Male,No,Beauty,P138,Completed,Paypal,7632.2,763.22,10,07-03-2024,Physical,Douglasstad,STORE_5
T32422,C1245,69,Female,No,Toys,P719,Completed,Cash,1491.34,745.67,2,17-02-2024,Online,Lake Tiffany,STORE_2
T324229,C769,56,Male,No,Beauty,P220,Completed,Credit Card,1541.66,770.83,2,06-05-2024,Physical,North Curtisfurt,STORE_37
T324258,C1212,27,Male,Yes,Books,P799,Completed,Cash,621.67,621.67,1,30-10-2023,Physical,Deanton,STORE_11
T324266,C1790,27,Male,No,Books,P982,Cancelled,Paypal,3550.19,507.17,7,18-12-2023,Online,East Christine,STORE_2
T324293,C993,27,Male,Yes,Clothing,P913,Cancelled,Debit Card,1392.3,696.15,2,30-03-2024,Physical,Bryanhaven,STORE_27
T324303,C205,27,Male,No,Clothing,P441,Completed,Debit Card,966.96,966.96,1,30-08-2024,Physical,East William,STORE_7
T324349,C705,59,Female,No,Beauty,P738,Cancelled,Cash,7860.06,873.34,9,18-10-2023,Online,New David,STORE_49
T324376,C1339,59,Female,No,Electronics,P714,Completed,Paypal,7691.04,854.56,9,26-07-2024,Online,Wendyview,STORE_32
T324386,C1518,59,Female,No,Home,P880,Cancelled,Paypal,6721.92,746.88,9,14-09-2024,Physical,Tannerburgh,STORE_28
T324404,C1925,27,Female,No,Beauty,P3,Completed,Cash,1645.07,235.01,7,25-03-2024,Physical,South Joseberg,STORE_11
T324407,C912,20,Female,No,Beauty,P845,Completed,Debit Card,2496.87,277.43,9,17-03-2024,Online,Reneeview,STORE_23
T324412,C1964,20,Female,Yes,Books,P432,Completed,Credit Card,993.96,248.49,4,07-06-2024,Physical,Taylormouth,STORE_50
T324435,C1523,43,Male,No,Home,P81,Cancelled,Paypal,2230.38,371.73,6,05-03-2024,Online,East Davidstad,STORE_49
T324478,C1825,53,Female,No,Electronics,P886,Completed,Debit Card,5803.6,725.45,8,02-04-2024,Physical,Stoneberg,STORE_14
T324484,C700,53,Female,No,Electronics,P113,Completed,Debit Card,1605.05,321.01,5,08-07-2024,Physical,Martinville,STORE_11
T324490,C391,21,Female,No,Books,P114,Completed,Paypal,2853.84,713.46,4,23-01-2024,Online,Chasestad,STORE_6
T324498,C559,21,Female,No,Beauty,P180,Completed,Debit Card,2009.76,669.92,3,19-06-2024,Physical,West Amandaburgh,STORE_30
T324512,C1629,26,Male,No,Toys,P446,Cancelled,Paypal,383.7,383.7,1,15-03-2024,Physical,North Jasonport,STORE_15
T324534,C1321,26,Male,No,Electronics,P94,Completed,Cash,4872.4,487.24,10,20-04-2024,Physical,New Matthewborough,STORE_20
T324558,C1382,69,Male,Yes,Electronics,P1531,Completed,Credit Card,118.47,39.49,3,23-03-2024,Physical,Williamstad,STORE_47
T324600,C210,25,Male,No,Books,P126,Cancelled,Debit Card,1778.22,296.37,6,25-03-2024,Physical,Boydview,STORE_30
T324613,C1303,62,Male,No,Clothing,P917,Cancelled,Credit Card,3746.7,624.45,6,20-04-2024,Physical,Holmesside,STORE_7
T324631,C177,79,Female,Yes,Beauty,P263,Cancelled,Paypal,840.5,420.25,2,06-01-2024,Physical,Ballstad,STORE_44
T324633,C468,65,Male,No,Home,P472,Completed,Credit Card,2664.45,888.15,3,17-10-2023,Physical,North Mark,STORE_37
T324665,C1752,24,Female,No,Electronics,P902,Cancelled,Credit Card,1608.8,402.2,4,09-07-2024,Physical,East Michael,STORE_46
T324701,C1890,52,Female,Yes,Electronics,P832,Completed,Cash,1425.83,203.69,7,06-02-2024,Online,New Robert,STORE_6
T324737,C1559,33,Female,No,Electronics,P728,Cancelled,Credit Card,793.5,793.5,1,26-10-2023,Online,East Kimberly,STORE_25
T324819,C1203,39,Female,No,Clothing,P393,Cancelled,Paypal,3388.92,564.82,6,18-04-2024,Online,Port Bobby,STORE_33
T32483,C944,32,Female,No,Books,P634,Cancelled,Cash,581.5,290.75,2,03-11-2023,Physical,Willisside,STORE_37
T324854,C1733,32,Female,No,Electronics,P578,Cancelled,Paypal,9504.5,950.45,10,28-11-2023,Physical,West Briannachester,STORE_48
T324872,C1901,32,Female,No,Clothing,P545,Completed,Cash,5401.8,540.18,10,18-07-2024,Online,Brownbury,STORE_39
T324880,C831,79,Female,Yes,Books,P2,Completed,Credit Card,1662.24,207.78,8,13-05-2024,Physical,South Kevin,STORE_7
T324902,C207,68,Male,No,Beauty,P335,Completed,Credit Card,7205.13,800.57,9,29-12-2023,store_type,Katherinechester,store_id
T32491,C280,72,Female,No,Electronics,P875,Completed,Cash,1147.16,573.58,2,23-10-2023,Physical,Walkerton,STORE_4
T32494,C495,72,Female,Yes,Books,P127,Completed,Credit Card,233.94,116.97,2,12-04-2024,Online,Lake Kaitlyn,STORE_22
T324975,C1466,72,Female,Yes,Books,P640,Completed,Paypal,3988.36,997.09,4,25-04-2024,Online,Port Vanessaside,STORE_23
T324987,C176,72,Male,Yes,Toys,P24,Cancelled,Credit Card,6618.15,945.45,7,29-02-2024,Online,North Catherineton,STORE_2
T325010,C1992,72,Male,Yes,Books,P492,Completed,Cash,185.16,92.58,2,15-09-2024,Online,Jenkinsfurt,STORE_22
T325037,C672,75,Female,Yes,Toys,P360,Completed,Debit Card,1228.77,136.53,9,03-09-2024,Physical,Maloneberg,STORE_21
T325089,C73,80,Male,No,Books,P388,Cancelled,Paypal,3403.71,378.19,9,05-05-2024,Physical,Suarezmouth,STORE_30
T325155,C1308,42,Male,No,Beauty,P335,Completed,Debit Card,800.57,800.57,1,15-12-2023,Physical,Hughesland,STORE_18
T325159,C1031,42,Male,No,Books,P977,Completed,Debit Card,2347.6,234.76,10,05-08-2024,Physical,Austinburgh,STORE_44
T325179,C572,42,Male,Yes,Beauty,P74,Cancelled,Debit Card,1654.04,827.02,2,07-08-2024,Physical,Arellanoberg,STORE_29
T325200,C1324,55,Female,No,Books,P779,Completed,Paypal,5408.96,676.12,8,16-10-2023,Physical,South Kelly,STORE_7
T325206,C995,48,Female,Yes,Toys,P639,Completed,Debit Card,840.1,84.01,10,21-11-2023,Online,Shannonfurt,STORE_32
T325294,C1142,48,Female,No,Books,P970,Completed,Debit Card,682.56,113.76,6,10-01-2024,Physical,Taylorfort,STORE_3
T325300,C1716,25,Female,No,Clothing,P897,Completed,Credit Card,7707.96,856.44,9,07-01-2024,Physical,Lake Shelbymouth,STORE_5
T325324,C354,25,Female,No,Electronics,P832,Completed,Cash,1222.14,203.69,6,15-01-2024,Physical,New Joe,STORE_15
T325329,C281,25,Female,No,Electronics,P569,Completed,Paypal,592.06,296.03,2,20-03-2024,Online,Ortizstad,STORE_23
T32533,C832,31,Female,Yes,Electronics,P188,Completed,Cash,7594.96,949.37,8,21-05-2024,Online,West Jeffrey,STORE_9
T325340,C674,41,Male,No,Toys,P796,Cancelled,Paypal,452.34,50.26,9,02-02-2024,Physical,East Kevin,STORE_5
T325380,C1977,41,Female,No,Electronics,P113,Completed,Cash,963.03,321.01,3,30-03-2024,Physical,Lake Sherry,STORE_30
T325402,C1000,53,Female,No,Electronics,P94,Cancelled,Debit Card,4385.16,487.24,9,02-04-2024,Physical,Bauerfurt,STORE_21
T325410,C1382,67,Male,No,Clothing,P593,Completed,Credit Card,1819.72,259.96,7,16-08-2024,Online,Williamstad,STORE_13
T325424,C1235,31,Male,No,Electronics,P188,Cancelled,Cash,1898.74,949.37,2,10-01-2024,Physical,Hernandezshire,STORE_5
T325435,C528,54,Female,No,Beauty,P425,Completed,Debit Card,383.79,127.93,3,24-04-2024,Physical,Burnettport,STORE_20
T32544,C1875,54,Female,No,Toys,P349,Cancelled,Paypal,724.03,724.03,1,26-04-2024,Online,Tammystad,STORE_19
T325471,C23,57,Male,No,Toys,P24,Completed,Debit Card,945.45,945.45,1,04-10-2023,Physical,Armstrongstad,STORE_37
T325539,C10,57,Male,No,Toys,P940,Completed,Credit Card,1276.47,141.83,9,29-10-2023,Physical,Albertberg,STORE_21
T325560,C1826,50,Female,No,Electronics,P427,Completed,Cash,4198.7,419.87,10,17-10-2023,Online,East William,STORE_31
T325592,C655,50,Female,No,Books,P470,Cancelled,Paypal,5776.47,825.21,7,11-05-2024,Online,Michaelberg,STORE_9
T325645,C315,25,Female,No,Clothing,P327,Completed,Debit Card,5394.3,899.05,6,21-04-2024,Online,Natalieland,STORE_31
T325682,C1220,25,Female,No,Clothing,P702,Completed,Paypal,135.89,135.89,1,05-08-2024,Online,West Ellenside,STORE_19
T325688,C681,54,Female,No,Home,P861,Completed,Debit Card,917.43,305.81,3,24-12-2023,Online,Davidberg,STORE_49
T32572,C182,54,Female,No,Toys,P360,Completed,Cash,819.18,136.53,6,10-06-2024,Online,New Samuelland,STORE_34
T325725,C704,43,Female,No,Books,P434,Cancelled,Paypal,2062.56,257.82,8,28-10-2023,Online,Taraton,STORE_2
T32573,C507,29,Male,No,Books,P270,Completed,Debit Card,4064.15,812.83,5,04-03-2024,Physical,Hallfurt,STORE_27
T325745,C1317,50,Male,No,Toys,P14,Completed,Paypal,492.49,492.49,1,29-10-2023,store_type,Floresport,store_id
T325753,C762,50,Male,No,Books,P799,Cancelled,Cash,4351.69,621.67,7,20-04-2024,Physical,Dwaynestad,STORE_3
T325809,C324,43,Female,No,Toys,P360,Completed,Debit Card,546.12,136.53,4,08-11-2023,Online,New Michelle,STORE_8
T32582,C398,29,Female,No,Clothing,P900,Completed,Debit Card,1764.24,294.04,6,16-07-2024,Physical,Chadburgh,STORE_29
T325867,C208,68,Male,No,Books,P514,Completed,Credit Card,322.02,53.67,6,20-05-2024,Physical,East James,STORE_7
T325872,C308,47,Male,No,Books,P621,Completed,Credit Card,2629.2,876.4,3,27-04-2024,Physical,North Rodney,STORE_3
T325891,C1246,47,Male,Yes,Beauty,P407,Cancelled,Paypal,1534.9,767.45,2,10-06-2024,Physical,East Rebekahmouth,STORE_16
T325894,C1184,50,Male,No,Books,P561,Completed,Credit Card,635.72,635.72,1,22-10-2023,Online,Ronaldchester,STORE_2
T325922,C607,50,Male,No,Books,P799,Cancelled,Credit Card,4973.36,621.67,8,01-12-2023,Online,Castillostad,STORE_23
T325925,C1512,32,Male,No,Electronics,P578,Cancelled,Cash,3801.8,950.45,4,06-12-2023,store_type,Tracyland,store_id
T325931,C1735,32,Male,No,Clothing,P723,Completed,Paypal,6004.72,750.59,8,09-12-2023,Online,Nicholaschester,STORE_23
T325946,C788,32,Male,No,Beauty,P407,Cancelled,Debit Card,4604.7,767.45,6,01-03-2024,Physical,West Christopher,STORE_7
T325965,C1698,32,Male,No,Toys,P978,Cancelled,Cash,8842.5,884.25,10,24-06-2024,Physical,Whiteshire,STORE_18
T326004,C836,55,Female,No,Clothing,P816,Cancelled,Cash,1391.2,347.8,4,23-01-2024,Online,East Lisa,STORE_23
T326014,C1856,55,Female,No,Electronics,P851,Completed,Credit Card,4508.28,644.04,7,17-05-2024,Online,Hughesburgh,STORE_12
T32602,C1063,30,Female,No,Books,P432,Cancelled,Credit Card,2484.9,248.49,10,18-11-2023,Physical,East Daniel,STORE_50
T326029,C1214,30,Female,No,Home,P880,Completed,Debit Card,5975.04,746.88,8,07-07-2024,Online,Jenniferberg,STORE_9
T326044,C1622,30,Female,No,Toys,P349,Completed,Cash,6516.27,724.03,9,14-08-2024,Online,Garychester,STORE_43
T326057,C1990,30,Female,No,Toys,P981,Completed,Credit Card,141.57,141.57,1,29-08-2024,Physical,South Steven,STORE_47
T326083,C785,48,Female,No,Beauty,P57,Completed,Cash,977.41,139.63,7,07-02-2024,Online,West Jacob,STORE_42
T32610,C1882,48,Female,Yes,Home,P52,Cancelled,Paypal,922.7,461.35,2,06-08-2024,Physical,North Kathryn,STORE_44
T326108,C1114,58,Male,No,Electronics,P255,Cancelled,Credit Card,4521.5,452.15,10,31-01-2024,Online,Michaelbury,STORE_49
T326183,C414,58,Male,No,Clothing,P20,Completed,Credit Card,1035.24,345.08,3,04-02-2024,Physical,Marciaberg,STORE_18
T326202,C1724,58,Male,No,Beauty,P138,Completed,Cash,763.22,763.22,1,19-05-2024,Online,Patricktown,STORE_32
T326232,C404,58,Male,Yes,Books,P179,Completed,Paypal,6276.15,697.35,9,22-09-2024,Online,South Davidmouth,STORE_12
T326246,C1268,32,Female,No,Toys,P940,Completed,Paypal,1276.47,141.83,9,19-03-2024,Physical,Port Vernon,STORE_36
T326293,C924,32,Female,Yes,Books,P970,Cancelled,Paypal,910.08,113.76,8,25-03-2024,Physical,South Kennethville,STORE_5
T326366,C1379,32,Female,No,Books,P492,Completed,Debit Card,370.32,92.58,4,06-09-2024,Physical,Port Patrickstad,STORE_24
T326372,C198,66,Female,No,Clothing,P254,Completed,Paypal,3554.16,592.36,6,25-10-2023,Online,Andersonfurt,STORE_19
T326377,C1790,66,Female,No,Clothing,P441,Completed,Cash,9669.6,966.96,10,11-04-2024,Physical,East Christine,STORE_5
T326394,C830,73,Male,No,Toys,P940,Cancelled,Debit Card,850.98,141.83,6,18-04-2024,Online,Evansville,STORE_23
T326408,C928,25,Female,No,Books,P211,Cancelled,Cash,5693.16,948.86,6,04-06-2024,Online,Smithstad,STORE_34
T326411,C1614,74,Female,No,Clothing,P513,Completed,Debit Card,8307.4,830.74,10,04-12-2023,Physical,East Aaron,STORE_29
T326415,C704,74,Female,No,Clothing,P36,Completed,Cash,1135.32,567.66,2,20-04-2024,Physical,Taraton,STORE_29
T326436,C952,72,Female,No,Clothing,P254,Cancelled,Credit Card,1777.08,592.36,3,30-01-2024,Online,New Keith,STORE_31
T326437,C880,41,Male,No,Home,P880,Completed,Cash,2987.52,746.88,4,16-05-2024,Physical,Port Kimberly,STORE_26
T326565,C772,67,Male,No,Clothing,P593,Cancelled,Credit Card,1299.8,259.96,5,27-04-2024,Online,Curryville,STORE_31
T326666,C1414,18,Female,No,Books,P31,Completed,Debit Card,105.52,26.38,4,04-12-2023,store_type,Lake Douglasshire,store_id
T326672,C1497,18,Female,No,Clothing,P843,Completed,Paypal,1103.58,122.62,9,08-01-2024,Physical,Keithport,STORE_24
T326686,C1274,20,Female,No,Toys,P7130,Completed,Paypal,5263.6,657.95,8,07-11-2023,Physical,New Jonathanville,STORE_30
T326696,C49,25,Female,No,Electronics,P248,Completed,Paypal,2521.55,504.31,5,19-11-2023,Physical,New Roberthaven,STORE_46
T326706,C31,24,Male,No,Electronics,P233,Cancelled,Credit Card,2716.86,452.81,6,31-03-2024,Physical,New Seanview,STORE_26
T326710,C1565,31,Male,No,Books,P916,Completed,Paypal,526.72,263.36,2,29-07-2024,Physical,Lake Eric,STORE_15
T326722,C1621,67,Female,No,Home,P778,Completed,Paypal,3326.4,332.64,10,09-01-2024,Online,Flowerschester,STORE_6
T326724,C889,67,Female,Yes,Toys,P719,Cancelled,Paypal,2237.01,745.67,3,20-05-2024,Physical,Kristineland,STORE_3
T326747,C1518,67,Female,No,Clothing,P1981,Cancelled,Paypal,673.73,673.73,1,24-07-2024,Physical,Tannerburgh,STORE_7
T326759,C1543,41,Female,No,Clothing,P653,Completed,Cash,5392.17,770.31,7,02-12-2023,Physical,Lake Teresa,STORE_14
T326774,C19,41,Female,No,Books,P982,Cancelled,Credit Card,3043.02,507.17,6,26-05-2024,Online,West Jennifer,STORE_39
T326846,C1548,21,Female,No,Books,P965,Completed,Cash,1675.62,558.54,3,04-10-2023,Physical,Jacobbury,STORE_48
T32692,C899,70,Female,No,Clothing,P896,Completed,Paypal,3708.4,927.1,4,01-01-2024,store_type,Wallacehaven,store_id
T326924,C31,70,Female,No,Books,P705,Cancelled,Debit Card,1900.02,950.01,2,24-03-2024,Physical,New Seanview,STORE_48
T32694,C394,22,Female,No,Toys,P934,Completed,Debit Card,1861.18,930.59,2,14-11-2023,Online,Port Michelle,STORE_25
T326961,C924,22,Female,Yes,Books,P126,Completed,Cash,2370.96,296.37,8,22-12-2023,Online,South Kennethville,STORE_43
T327002,C955,19,Female,No,Electronics,P1922,Completed,Paypal,7489.4,748.94,10,28-07-2024,Online,Lake Ryan,STORE_9
T327033,C997,41,Female,No,Electronics,P623,Cancelled,Paypal,685.89,685.89,1,28-08-2024,Physical,Amyfort,STORE_11
T327044,C1901,36,Female,Yes,Toys,P7130,Completed,Cash,2631.8,657.95,4,16-12-2023,Physical,Brownbury,STORE_26
T327096,C104,36,Female,No,Toys,P446,Completed,Debit Card,2302.2,383.7,6,26-04-2024,Physical,Stewartfurt,STORE_16
T327102,C1102,57,Female,No,Electronics,P999,Completed,Credit Card,5958.63,662.07,9,17-11-2023,Physical,South Richardview,STORE_4
T327177,C1107,57,Female,Yes,Home,P988,Completed,Paypal,2290.52,572.63,4,12-12-2023,Online,Elizabethtown,STORE_45
T327197,C621,56,Male,Yes,Electronics,P212,Cancelled,Debit Card,327.45,327.45,1,16-03-2024,Physical,Aprilport,STORE_4
T327223,C1983,56,Male,No,Clothing,P593,Cancelled,Debit Card,1819.72,259.96,7,11-09-2024,Physical,East William,STORE_36
T327234,C820,63,Male,No,Clothing,P890,Completed,Paypal,2812.05,312.45,9,03-10-2023,Physical,West Grantville,STORE_37
T327264,C348,63,Male,No,Books,P495,Completed,Debit Card,1434.99,478.33,3,16-05-2024,Physical,Juliemouth,STORE_44
T327283,C485,70,Male,No,Electronics,P999,Completed,Paypal,3310.35,662.07,5,06-06-2024,Online,North Zachary,STORE_31
T32729,C1939,70,Male,Yes,Toys,P796,Completed,Cash,351.82,50.26,7,09-09-2024,Online,Toddshire,STORE_40
T327301,C828,70,Male,No,Beauty,P537,Cancelled,Credit Card,883.14,883.14,1,13-09-2024,Physical,Michellechester,STORE_3
T327315,C969,25,Female,Yes,Books,P179,Cancelled,Debit Card,3486.75,697.35,5,12-10-2023,Physical,New Danaland,STORE_24
T327328,C429,65,Female,No,Electronics,P419,Completed,Credit Card,341.31,113.77,3,12-11-2023,Physical,South Monicachester,STORE_41
T32733,C1450,27,Female,No,Books,P599,Completed,Paypal,2214.9,246.1,9,27-11-2023,Physical,West Misty,STORE_37
T327425,C590,62,Male,No,Books,P982,Completed,Credit Card,5071.7,507.17,10,02-06-2024,Online,Port Walterberg,STORE_2
T327474,C1884,65,Male,No,Home,P681,Cancelled,Credit Card,807.01,807.01,1,08-12-2023,Online,Lake Caitlinshire,STORE_49
T32749,C987,50,Male,No,Books,P149,Cancelled,Cash,241.69,241.69,1,19-06-2024,Online,Miguelview,STORE_34
T32762,C873,73,Male,No,Clothing,P653,Cancelled,Credit Card,6162.48,770.31,8,18-06-2024,Online,North Aaronchester,STORE_49
T327645,C1545,73,Male,No,Beauty,P335,Completed,Paypal,1601.14,800.57,2,02-07-2024,Physical,North Josephstad,STORE_41
T327657,C769,52,Female,No,Clothing,P897,Completed,Cash,2569.32,856.44,3,31-08-2024,Physical,North Curtisfurt,STORE_10
T327677,C1157,35,Male,No,Toys,P864,Completed,Paypal,4920.56,615.07,8,19-01-2024,Online,Danafurt,STORE_40
T327705,C1121,35,Male,No,Toys,P349,Completed,Cash,2172.09,724.03,3,09-05-2024,Physical,Sarahfort,STORE_41
T32772,C631,59,Female,Yes,Toys,P937,Completed,Credit Card,1050.63,150.09,7,17-01-2024,Physical,North Joshuashire,STORE_11
T327734,C797,24,Male,Yes,Toys,P629,Cancelled,Credit Card,808.42,808.42,1,02-01-2024,Physical,East Kimberly,STORE_18
T327739,C1240,57,Female,No,Books,P495,Completed,Cash,2869.98,478.33,6,10-04-2024,Physical,Brownshire,STORE_29
T327756,C1980,57,Female,No,Electronics,P188,Cancelled,Credit Card,8544.33,949.37,9,07-05-2024,Online,North Nancy,STORE_40
T327805,C1308,57,Female,Yes,Beauty,P905,Completed,Paypal,58.86,58.86,1,23-05-2024,Online,Hughesland,STORE_39
T327819,C127,57,Female,No,Toys,P456,Cancelled,Credit Card,3886.65,777.33,5,02-07-2024,Online,Meganmouth,STORE_49
T327842,C1915,59,Female,No,Books,P195,Cancelled,Cash,2755.3,551.06,5,30-11-2023,Physical,Bankschester,STORE_30
T32785,C727,73,Male,Yes,Electronics,P926,Cancelled,Debit Card,1246.08,311.52,4,03-06-2024,Physical,West Paulbury,STORE_24
