Transaction_id,Customer_ID,Product_id,Store_Location,Purchase_Date,Product_Type,Unit_Price,Quantity,Total_Price,Payment_Method,Channel,Order_Status,Loyalty_Member,Age,Gender,City
T345188,C597,P620,STORE_8,2024-03-25,Beauty,39.49,10,394.9,Credit Card,Online,Completed,TRUE,50,Male,Port Heathermouth
T345193,C961,P388,STORE_39,2023-10-11,Books,326.79,8,2614.32,Credit Card,Online,Cancelled,TRUE,19,Female,South Melissa
T345203,C515,P886,STORE_12,2023-09-25,Electronics,725.45,6,4352.7,Credit Card,Online,Completed,TRUE,34,Female,Laurenview
T345253,C930,P554,STORE_50,2023-11-14,Electronics,740.88,7,5186.16,Paypal,Physical,Cancelled,TRUE,58,Female,West Lukefurt
T345310,C1574,P554,STORE_2,2024-05-03,Electronics,740.88,4,2963.52,Paypal,Physical,Completed,FALSE,28,Male,South Deannaville
T345339,C71,P620,STORE_14,2023-11-04,Beauty,39.49,4,157.96,Credit Card,Physical,Completed,FALSE,20,Female,Stevenview
T345360,C1691,P110,STORE_42,2024-01-07,Home,98.82,7,691.74,Credit Card,Online,Completed,FALSE,49,Male,New Rodneytown
T345384,C1276,P905,STORE_26,2024-05-11,Beauty,58.86,4,235.44,Credit Card,Physical,Completed,FALSE,71,Male,Evansland
T345390,C1676,P263,STORE_4,2024-02-04,Beauty,429.94,9,3869.46,Credit Card,Physical,Completed,TRUE,72,Male,Matthewton
T345417,C12,P493,STORE_6,2024-06-22,Electronics,531.3,1,531.3,Paypal,Physical,Cancelled,TRUE,28,Female,Garzaberg
T345437,C237,P74,STORE_17,2024-03-16,Beauty,207.78,8,1662.24,Cash,Online,Completed,FALSE,66,Female,Gonzalezton
T345441,C885,P369,STORE_9,2024-04-07,Books,767.45,4,3069.8,Cash,Online,Cancelled,TRUE,52,Male,Lake Rebecca
T345490,C1793,P549,STORE_30,2024-02-28,Clothing,618.14,4,2472.56,Cash,Physical,Completed,TRUE,77,Male,Jeffreyborough
T345514,C349,P738,STORE_48,2024-08-08,Beauty,763.22,6,4579.32,Cash,Physical,Completed,TRUE,29,Male,New Emilyside
T345553,C104,P707,STORE_49,2024-04-08,Books,927.1,3,2781.3,Cash,Online,Completed,TRUE,39,Female,Stewartfurt
T34561,C513,P215,STORE_1,2024-02-25,Beauty,879.28,2,1758.56,Cash,Online,Cancelled,TRUE,26,Male,Ramseyland
T345623,C90,P896,STORE_43,2023-12-17,Clothing,927.1,8,7416.8,Cash,Online,Cancelled,TRUE,66,Male,East Shannonchester
T345626,C366,P629,STORE_20,2024-03-16,Toys,58.86,1,58.86,Cash,Physical,Completed,TRUE,55,Male,West Christina
T345660,C336,P276,STORE_37,2024-01-06,Electronics,141.57,4,566.28,Cash,Physical,Completed,TRUE,36,Female,Lake Amandafort
T345694,C1558,P861,STORE_31,2024-05-13,Home,763.22,3,2289.66,Cash,Physical,Cancelled,TRUE,23,Female,Mckenzieville
T345732,C1758,P398,STORE_34,2024-05-24,Beauty,58.86,6,353.16,Cash,Online,Completed,TRUE,53,Male,South Frederick
T345745,C1522,P922,STORE_9,2024-07-12,Beauty,997.38,6,5984.28,Cash,Online,Cancelled,TRUE,33,Female,Davisport
T345755,C1268,P977,STORE_18,2023-12-01,Books,234.76,9,2112.84,Debit Card,Physical,Cancelled,TRUE,56,Male,Port Vernon
T345799,C1584,P730,STORE_47,2024-02-29,Home,326.79,2,653.58,Credit Card,Physical,Cancelled,FALSE,23,Male,Port Stevenburgh
T345839,C1666,P14,STORE_25,2023-10-28,Toys,487.24,3,1461.72,Credit Card,Online,Completed,TRUE,41,Male,New Jeffreyport
T345928,C603,P1875,STORE_37,2023-10-31,Beauty,523.11,1,523.11,Credit Card,Physical,Completed,FALSE,36,Female,Priceshire
T345930,C31,P446,STORE_13,2024-08-19,Beauty,748.94,9,6740.46,Paypal,Online,Cancelled,TRUE,52,Female,New Seanview
T345987,C1751,P705,STORE_39,2024-01-27,Books,767.45,2,1534.9,Paypal,Online,Cancelled,FALSE,52,Male,Moorefurt
T345990,C1199,P679,STORE_29,2024-02-22,Books,98.82,10,988.2,Cash,Physical,Cancelled,TRUE,53,Male,New Danielleton
T346016,C1993,P513,STORE_43,2024-06-24,Clothing,507.17,2,1014.34,Credit Card,Online,Cancelled,FALSE,63,Male,North Jonathan
T34606,C713,P483,STORE_6,2024-05-29,Beauty,429.94,2,859.88,Paypal,Physical,Cancelled,TRUE,24,Male,Jacksonmouth
T346069,C705,P531,STORE_39,2024-07-27,Books,788.37,7,5518.59,Debit Card,Online,Completed,FALSE,48,Male,New David
T346081,C521,P623,STORE_43,2024-06-15,Toys,531.3,6,3187.8,Cash,Online,Completed,TRUE,55,Male,Courtneymouth
T34610,C33,P1981,STORE_25,2023-11-09,Home,673.73,9,6063.57,Debit Card,Online,Completed,TRUE,28,Male,Hartmouth
T346175,C1688,P725,STORE_5,2024-01-09,Books,740.88,1,740.88,Cash,Physical,Completed,TRUE,31,Male,Lawrenceborough
T346189,C1465,P545,STORE_23,2024-03-20,Clothing,452.15,9,4069.35,Paypal,Online,Completed,TRUE,67,Female,Lake Matthew
T346201,C1565,P69,STORE_27,2024-03-10,Home,961.39,10,9613.9,Cash,Physical,Completed,TRUE,29,Male,Lake Eric
T346203,C258,P890,STORE_6,2024-03-20,Clothing,312.45,2,624.9,Paypal,Physical,Completed,TRUE,36,Female,Martinezchester
T346214,C1323,P2,STORE_13,2024-06-16,Books,207.78,10,2077.8,Paypal,Online,Completed,FALSE,69,Male,East Virginia
T346266,C7,P569,STORE_8,2024-07-18,Electronics,673.73,10,6737.3,Paypal,Online,Completed,TRUE,62,Female,Williamfort
T346284,C708,P57,STORE_14,2024-08-07,Beauty,98.82,5,494.1,Paypal,Physical,Cancelled,TRUE,42,Male,North Marychester
T346315,C913,P233,STORE_5,2023-10-12,Electronics,141.57,1,141.57,Paypal,Physical,Completed,FALSE,67,Male,Shanemouth
T346419,C643,P110,STORE_35,2023-10-26,Home,98.82,2,197.64,Paypal,Online,Cancelled,FALSE,30,Male,Andreafort
T346433,C1412,P215,STORE_21,2024-08-19,Beauty,879.28,9,7913.52,Paypal,Physical,Completed,TRUE,32,Male,East Brenda
T346464,C1628,P114,STORE_3,2024-06-11,Books,70.81,2,141.62,Paypal,Physical,Completed,FALSE,24,Male,Jaystad
T346472,C596,P940,STORE_3,2023-10-01,Toys,740.88,9,6667.92,Paypal,Physical,Completed,FALSE,18,Female,Jasonmouth
T346473,C630,P1419,STORE_16,2024-03-31,Beauty,793.94,8,6351.52,Paypal,Physical,Completed,TRUE,21,Male,West Gabrielaport
T346477,C1456,P250,STORE_42,2023-11-24,Beauty,531.3,2,1062.6,Paypal,Online,Completed,TRUE,79,Male,Lucasland
T346505,C465,P483,STORE_20,2023-12-05,Beauty,429.94,6,2579.64,Cash,Physical,Completed,TRUE,62,Female,Simpsonside
T346519,C1110,P681,STORE_34,2024-01-09,Home,927.1,5,4635.5,Credit Card,Online,Cancelled,TRUE,20,Male,West Zachary
T346581,C1522,P496,STORE_32,2024-05-29,Beauty,34.34,9,309.06,Cash,Online,Cancelled,TRUE,33,Female,Davisport
T346592,C1159,P880,STORE_41,2023-10-24,Home,241.69,6,1450.14,Paypal,Physical,Completed,FALSE,24,Male,New Eric
T346631,C1210,P561,STORE_43,2024-01-08,Books,635.72,4,2542.88,Credit Card,Online,Completed,TRUE,44,Female,Port Vincent
T346636,C1594,P113,STORE_34,2024-07-29,Electronics,879.28,9,7913.52,Debit Card,Online,Completed,TRUE,19,Male,Parkerton
T346682,C1803,P934,STORE_30,2024-06-17,Toys,241.69,8,1933.52,Debit Card,Physical,Completed,FALSE,40,Male,Port Matthew
T346684,C1104,P738,STORE_31,2024-01-20,Beauty,763.22,3,2289.66,Paypal,Physical,Completed,TRUE,55,Female,North Ryan
T346748,C316,P707,STORE_17,2024-07-08,Books,927.1,4,3708.4,Debit Card,Online,Completed,TRUE,23,Female,Garretthaven
T346757,C1413,P619,STORE_41,2024-07-15,Home,58.86,5,294.3,Credit Card,Physical,Completed,TRUE,38,Female,Murrayton
T346772,C411,P922,STORE_19,2023-11-23,Beauty,997.38,6,5984.28,Paypal,Physical,Completed,TRUE,31,Female,Jessicaton
T346783,C1228,P978,STORE_20,2024-03-15,Electronics,879.28,10,8792.8,Cash,Physical,Completed,TRUE,73,Female,Davishaven
T34682,C988,P728,STORE_24,2024-01-08,Books,793.94,8,6351.52,Paypal,Physical,Completed,TRUE,70,Male,North Jamiechester
T346821,C126,P24,STORE_40,2024-09-17,Toys,945.45,4,3781.8,Cash,Online,Completed,TRUE,65,Male,Patrickbury
T346841,C1619,P593,STORE_11,2024-02-15,Clothing,259.96,7,1819.72,Cash,Physical,Completed,FALSE,66,Female,Joshuabury
T346879,C813,P784,STORE_2,2024-07-19,Books,34.34,3,103.02,Cash,Physical,Cancelled,TRUE,77,Female,Kelleyberg
T346901,C269,P472,STORE_47,2024-07-06,Beauty,113.77,7,796.39,Cash,Physical,Completed,TRUE,55,Female,New Mary
T346906,C687,P536,STORE_39,2024-08-09,Home,531.3,10,5313,Cash,Online,Cancelled,TRUE,48,Female,Nguyenstad
T346971,C1860,P69,STORE_32,2024-01-12,Home,961.39,6,5768.34,Cash,Online,Completed,FALSE,62,Male,Lake Michelle
T346992,C711,P6,STORE_50,2024-06-25,Toys,792.11,10,7921.1,Cash,Physical,Completed,FALSE,32,Male,North Jessica
T347024,C504,P57,STORE_10,2024-05-05,Beauty,98.82,2,197.64,Cash,Physical,Completed,FALSE,34,Male,Lake Deanberg
T347048,C1316,P24,STORE_48,2023-09-25,Toys,945.45,1,945.45,Cash,Physical,Cancelled,TRUE,43,Female,North Justintown
T347054,C526,P366,STORE_21,2023-09-28,Toys,767.45,5,3837.25,Cash,Physical,Cancelled,TRUE,56,Female,Marcusshire
T347145,C1326,P845,STORE_38,2024-05-19,Beauty,927.1,4,3708.4,Cash,Physical,Completed,FALSE,29,Male,South Mark
T347167,C1238,P715,STORE_2,2024-07-25,Clothing,207.78,2,415.56,Cash,Physical,Completed,FALSE,56,Female,Christopherview
T347210,C637,P234,STORE_38,2024-06-03,Electronics,531.3,7,3719.1,Cash,Physical,Completed,FALSE,68,Female,Richardside
T347213,C1048,P893,STORE_3,2024-01-12,Beauty,696.15,1,696.15,Debit Card,Physical,Cancelled,TRUE,24,Male,North Kyleland
T347221,C1683,P1644,STORE_44,2024-02-16,Clothing,442.36,9,3981.24,Cash,Physical,Cancelled,FALSE,25,Male,West Grace
T347229,C890,P653,STORE_23,2024-06-15,Clothing,927.1,9,8343.9,Debit Card,Online,Completed,FALSE,54,Male,South Marcusstad
T34724,C1863,P623,STORE_7,2024-03-14,Toys,531.3,9,4781.7,Paypal,Physical,Completed,TRUE,47,Female,East Christopherchester
T347240,C1420,P270,STORE_7,2023-10-27,Books,812.83,8,6502.64,Paypal,Physical,Cancelled,TRUE,26,Male,North Joshua
T347270,C1601,P531,STORE_40,2024-05-09,Books,788.37,9,7095.33,Credit Card,Online,Completed,TRUE,48,Male,New Tammyhaven
T347286,C1328,P558,STORE_7,2024-05-27,Beauty,234.76,8,1878.08,Paypal,Physical,Completed,TRUE,62,Female,Danielleville
T347292,C1661,P730,STORE_47,2024-01-12,Home,326.79,9,2941.11,Credit Card,Physical,Completed,TRUE,49,Female,South Lindabury
T347318,C276,P779,STORE_34,2024-01-17,Books,676.12,2,1352.24,Debit Card,Online,Completed,TRUE,27,Female,Angelicashire
T347320,C679,P4107,STORE_18,2024-09-08,Electronics,212.96,1,212.96,Cash,Physical,Completed,TRUE,25,Female,South Michaelside
T347335,C343,P110,STORE_25,2023-12-27,Home,98.82,3,296.46,Debit Card,Online,Completed,TRUE,78,Female,Lake Heatherside
T347366,C677,P31,STORE_48,2024-01-14,Books,241.69,1,241.69,Paypal,Physical,Cancelled,TRUE,24,Male,Marilynberg
T347368,C264,P360,STORE_41,2024-02-14,Toys,34.34,1,34.34,Paypal,Physical,Completed,TRUE,66,Female,Brianfurt
T347396,C1067,P796,STORE_5,2024-05-02,Electronics,531.3,2,1062.6,Cash,Physical,Completed,TRUE,80,Male,New Theresa
T347426,C1487,P1875,STORE_24,2024-01-26,Beauty,523.11,5,2615.55,Cash,Physical,Cancelled,TRUE,50,Female,Williamstad
T347455,C147,P682,STORE_21,2024-01-30,Clothing,452.15,9,4069.35,Cash,Physical,Completed,TRUE,35,Male,Lorichester
T347493,C41,P224,STORE_36,2024-08-12,Clothing,368.44,3,1105.32,Cash,Physical,Completed,FALSE,76,Male,Lake Courtney
T347511,C1069,P255,STORE_19,2024-06-12,Electronics,452.15,4,1808.6,Cash,Physical,Completed,TRUE,44,Male,New Carmen
T347528,C1821,P337,STORE_40,2024-09-06,Books,763.22,10,7632.2,Cash,Online,Completed,TRUE,73,Male,Shortfurt
T347531,C1692,P513,STORE_19,2023-10-07,Clothing,507.17,2,1014.34,Cash,Physical,Completed,TRUE,32,Male,New Leonard
T347570,C1427,P212,STORE_24,2024-09-10,Electronics,452.15,5,2260.75,Cash,Physical,Completed,TRUE,20,Male,Cooperfort
T347673,C1097,P714,STORE_11,2024-08-20,Home,759.65,8,6077.2,Cash,Physical,Completed,FALSE,29,Male,Janiceberg
T347736,C1694,P799,STORE_48,2023-12-25,Books,621.67,3,1865.01,Cash,Physical,Completed,TRUE,35,Male,North Josephhaven
T347786,C464,P938,STORE_17,2024-04-02,Clothing,759.65,6,4557.9,Credit Card,Online,Completed,TRUE,45,Male,Williamburgh
T347802,C431,P552,STORE_49,2024-05-26,Beauty,452.15,7,3165.05,Credit Card,Online,Completed,TRUE,39,Female,Amandatown
T347890,C1971,P705,STORE_11,2024-06-17,Books,767.45,2,1534.9,Cash,Physical,Completed,FALSE,65,Male,West James
T347896,C393,P53,STORE_15,2024-06-30,Clothing,34.34,5,171.7,Paypal,Physical,Cancelled,TRUE,31,Female,North Jacquelineshire
T34790,C1386,P725,STORE_50,2023-10-26,Books,740.88,7,5186.16,Paypal,Physical,Completed,FALSE,35,Female,Taylortown
T347964,C357,P250,STORE_7,2023-12-16,Beauty,531.3,9,4781.7,Cash,Physical,Completed,FALSE,77,Male,North Michaelafort
T34799,C1590,P513,STORE_22,2023-11-16,Clothing,507.17,8,4057.36,Cash,Physical,Cancelled,TRUE,42,Male,New Jeremytown
T348012,C900,P965,STORE_35,2023-12-14,Books,326.79,5,1633.95,Credit Card,Online,Completed,TRUE,43,Male,Owenshaven
T348029,C655,P965,STORE_47,2024-06-30,Books,326.79,5,1633.95,Cash,Physical,Completed,FALSE,23,Female,Michaelberg
T348031,C1611,P554,STORE_50,2023-11-09,Electronics,740.88,9,6667.92,Paypal,Physical,Completed,TRUE,49,Female,Johnbury
T348060,C1395,P981,STORE_13,2024-03-03,Toys,141.57,7,990.99,Cash,Online,Completed,FALSE,42,Female,South Mark
T348067,C1024,P905,STORE_6,2023-11-01,Beauty,58.86,2,117.72,Paypal,Physical,Cancelled,TRUE,74,Female,New Daniellebury
T348096,C765,P723,STORE_26,2024-07-11,Clothing,241.69,5,1208.45,Paypal,Physical,Completed,TRUE,58,Male,Lewisfurt
T348129,C538,P94,STORE_18,2023-10-28,Electronics,487.24,6,2923.44,Paypal,Physical,Cancelled,TRUE,56,Male,Lake Philip
T348141,C1535,P483,STORE_19,2024-07-28,Beauty,429.94,6,2579.64,Paypal,Physical,Completed,TRUE,52,Male,Sylviaside
T348172,C55,P988,STORE_15,2023-10-17,Home,572.63,3,1717.89,Paypal,Physical,Completed,FALSE,74,Male,Stephaniestad
T348173,C371,P875,STORE_36,2024-01-17,Electronics,573.58,10,5735.8,Paypal,Physical,Completed,TRUE,50,Female,Jessicamouth
T348180,C1267,P640,STORE_28,2024-04-19,Books,332.64,5,1663.2,Paypal,Physical,Completed,TRUE,78,Male,North Javier
T348185,C362,P593,STORE_31,2024-05-21,Clothing,259.96,10,2599.6,Paypal,Physical,Cancelled,TRUE,72,Female,North Melissa
T348218,C1204,P1981,STORE_41,2024-05-15,Home,673.73,6,4042.38,Paypal,Physical,Completed,FALSE,24,Male,Juliachester
T348224,C624,P1644,STORE_36,2024-05-22,Clothing,442.36,6,2654.16,Paypal,Physical,Cancelled,FALSE,49,Female,Lake Katelyn
T348234,C344,P554,STORE_44,2024-09-13,Electronics,740.88,10,7408.8,Paypal,Physical,Cancelled,TRUE,66,Female,North Oliviafort
T348247,C289,P702,STORE_38,2024-02-22,Clothing,763.22,4,3052.88,Paypal,Physical,Completed,TRUE,23,Male,South Jameschester
T348290,C1289,P276,STORE_35,2024-09-19,Electronics,141.57,1,141.57,Paypal,Online,Completed,FALSE,70,Male,Port Donna
T348302,C1246,P799,STORE_1,2024-06-02,Books,621.67,8,4973.36,Debit Card,Online,Completed,TRUE,56,Female,East Rebekahmouth
T348306,C1330,P897,STORE_25,2024-08-26,Home,207.78,1,207.78,Credit Card,Online,Cancelled,TRUE,20,Female,Port Jeromeshire
T348323,C1033,P513,STORE_29,2023-10-12,Clothing,507.17,5,2535.85,Debit Card,Physical,Completed,FALSE,30,Female,Ayersmouth
T348329,C339,P893,STORE_29,2023-12-15,Beauty,696.15,3,2088.45,Debit Card,Physical,Cancelled,TRUE,55,Female,West Chelsea
T348330,C1576,P514,STORE_2,2024-02-08,Books,577.38,6,3464.28,Cash,Physical,Cancelled,TRUE,36,Male,Frazierchester
T34834,C493,P629,STORE_21,2024-03-18,Toys,58.86,7,412.02,Paypal,Physical,Completed,FALSE,65,Female,West Laurie
T348413,C100,P816,STORE_21,2024-03-03,Clothing,234.76,5,1173.8,Credit Card,Physical,Completed,TRUE,40,Female,Sarahside
T348430,C640,P398,STORE_38,2024-09-16,Beauty,58.86,3,176.58,Cash,Physical,Cancelled,FALSE,71,Male,Patrickstad
T348453,C818,P902,STORE_13,2023-12-23,Electronics,402.2,2,804.4,Debit Card,Online,Cancelled,TRUE,51,Male,West Cynthia
T348459,C1572,P255,STORE_15,2023-11-01,Electronics,452.15,1,452.15,Paypal,Physical,Cancelled,TRUE,63,Male,South Wesleyshire
T348507,C467,P138,STORE_43,2024-05-14,Beauty,763.22,2,1526.44,Credit Card,Online,Cancelled,TRUE,36,Female,South Debraland
T34851,C164,P4107,STORE_19,2024-04-10,Electronics,212.96,3,638.88,Paypal,Physical,Completed,FALSE,77,Male,Woodstown
T348522,C958,P926,STORE_38,2024-01-16,Electronics,311.52,7,2180.64,Credit Card,Physical,Completed,FALSE,29,Female,West Jonton
T348538,C262,P56,STORE_5,2024-04-28,Home,696.15,3,2088.45,Credit Card,Physical,Completed,TRUE,23,Female,Hancockfort
T348555,C542,P623,STORE_39,2024-08-26,Toys,531.3,6,3187.8,Paypal,Online,Completed,FALSE,79,Female,Garciaberg
T348581,C214,P569,STORE_48,2024-01-03,Electronics,673.73,3,2021.19,Paypal,Physical,Completed,FALSE,34,Male,Vegafort
T348618,C158,P56,STORE_47,2024-02-15,Home,696.15,9,6265.35,Paypal,Physical,Completed,TRUE,69,Female,Port Kathleentown
T348659,C1759,P36,STORE_43,2024-08-27,Electronics,141.57,10,1415.7,Cash,Online,Cancelled,TRUE,43,Male,Martinezstad
T348673,C626,P69,STORE_44,2024-05-31,Home,961.39,9,8652.51,Credit Card,Physical,Completed,FALSE,58,Female,Garciaview
T348678,C1091,P728,STORE_28,2024-03-20,Books,793.94,6,4763.64,Credit Card,Physical,Completed,TRUE,25,Female,Herringburgh
T348690,C1466,P937,STORE_40,2024-09-13,Toys,507.17,1,507.17,Credit Card,Online,Completed,FALSE,24,Female,Port Vanessaside
T348696,C563,P549,STORE_30,2023-12-29,Clothing,618.14,2,1236.28,Credit Card,Physical,Completed,TRUE,41,Female,East Christine
T348700,C718,P965,STORE_45,2023-10-02,Books,326.79,4,1307.16,Credit Card,Online,Completed,FALSE,44,Male,Knightmouth
T348728,C1887,P561,STORE_20,2024-01-18,Books,635.72,10,6357.2,Credit Card,Physical,Completed,FALSE,48,Male,Matthewview
T348735,C1434,P653,STORE_19,2024-06-18,Clothing,927.1,4,3708.4,Credit Card,Physical,Completed,TRUE,37,Male,Patriciaview
T348761,C677,P1875,STORE_14,2024-07-07,Beauty,523.11,4,2092.44,Credit Card,Physical,Completed,TRUE,24,Male,Marilynberg
T348769,C476,P127,STORE_3,2023-12-19,Books,763.22,2,1526.44,Credit Card,Physical,Cancelled,FALSE,67,Female,Ingramland
T348777,C1164,P886,STORE_34,2024-05-08,Electronics,725.45,10,7254.5,Credit Card,Online,Completed,TRUE,57,Female,North Jessemouth
T348806,C1575,P578,STORE_6,2024-01-12,Electronics,326.79,4,1307.16,Credit Card,Physical,Completed,FALSE,20,Male,Scottview
T34881,C1147,P205,STORE_48,2024-03-04,Home,577.38,4,2309.52,Credit Card,Physical,Cancelled,FALSE,60,Male,Randychester
T348815,C732,P861,STORE_11,2024-05-06,Home,763.22,8,6105.76,Credit Card,Physical,Completed,TRUE,64,Male,Port Lauren
T348836,C1222,P270,STORE_30,2024-06-25,Books,812.83,6,4876.98,Credit Card,Physical,Cancelled,TRUE,50,Male,Faithfort
T348858,C270,P779,STORE_15,2024-08-21,Books,676.12,7,4732.84,Cash,Physical,Cancelled,TRUE,53,Female,Santanafurt
T349062,C1519,P926,STORE_14,2024-07-08,Electronics,311.52,6,1869.12,Credit Card,Physical,Completed,TRUE,45,Male,West Nicholas
T349126,C1401,P640,STORE_8,2023-10-06,Books,332.64,2,665.28,Cash,Online,Completed,TRUE,21,Male,Lake Andrew
T349198,C319,P74,STORE_39,2024-04-25,Beauty,207.78,8,1662.24,Debit Card,Online,Completed,TRUE,18,Female,West George
T349227,C1450,P250,STORE_38,2024-08-02,Beauty,531.3,6,3187.8,Debit Card,Physical,Completed,TRUE,71,Female,West Misty
T349261,C1962,P932,STORE_17,2024-03-15,Books,759.65,10,7596.5,Debit Card,Online,Completed,TRUE,33,Male,Lake Eric
T349303,C264,P926,STORE_31,2024-07-28,Electronics,311.52,6,1869.12,Paypal,Physical,Cancelled,TRUE,66,Female,Brianfurt
T349308,C1092,P74,STORE_46,2023-12-21,Beauty,207.78,3,623.34,Paypal,Physical,Cancelled,FALSE,72,Male,West Andrewtown
T34931,C1033,P346,STORE_19,2024-05-10,Toys,160.33,6,961.98,Paypal,Physical,Completed,FALSE,30,Female,Ayersmouth
T349336,C659,P639,STORE_30,2023-12-04,Clothing,429.94,6,2579.64,Paypal,Physical,Completed,TRUE,18,Female,Mcdonaldmouth
T349359,C477,P215,STORE_48,2024-04-02,Beauty,879.28,4,3517.12,Paypal,Physical,Cancelled,TRUE,49,Female,New James
T34937,C1253,P593,STORE_43,2024-02-06,Clothing,259.96,5,1299.8,Credit Card,Online,Cancelled,TRUE,44,Female,Jonathanmouth
T349370,C560,P1875,STORE_11,2024-07-15,Beauty,523.11,9,4707.99,Debit Card,Physical,Cancelled,TRUE,44,Female,North Anthony
T349377,C904,P944,STORE_47,2024-07-09,Toys,429.94,5,2149.7,Cash,Physical,Completed,TRUE,64,Male,Lake Maryburgh
T349379,C784,P702,STORE_2,2023-10-06,Clothing,763.22,4,3052.88,Paypal,Physical,Completed,FALSE,35,Male,Jessicaborough
T349384,C459,P965,STORE_33,2024-04-25,Books,326.79,2,653.58,Debit Card,Online,Completed,TRUE,39,Male,Vernonfurt
T349402,C310,P719,STORE_39,2023-09-30,Toys,487.24,2,974.48,Paypal,Online,Completed,TRUE,52,Female,West Christinafurt
T349447,C1085,P564,STORE_5,2024-01-28,Clothing,577.38,6,3464.28,Paypal,Physical,Cancelled,FALSE,47,Female,Perezberg
T349454,C1048,P56,STORE_18,2024-05-08,Home,696.15,1,696.15,Credit Card,Physical,Completed,TRUE,24,Male,North Kyleland
T349475,C1371,P1942,STORE_45,2024-07-14,Books,434.78,1,434.78,Debit Card,Online,Cancelled,TRUE,20,Female,Tranchester
T349544,C1167,P266,STORE_4,2024-09-07,Home,880.39,4,3521.56,Credit Card,Physical,Completed,FALSE,24,Female,Port Ravenland
T349562,C374,P707,STORE_44,2024-01-10,Books,927.1,10,9271,Debit Card,Physical,Completed,TRUE,30,Male,North Lindseyside
T349565,C1346,P102,STORE_41,2024-01-07,Clothing,504.81,5,2524.05,Cash,Physical,Completed,FALSE,21,Male,New Thomashaven
T349585,C1556,P205,STORE_22,2024-01-08,Home,577.38,7,4041.66,Debit Card,Physical,Completed,TRUE,60,Male,Lake Austinhaven
T349647,C1948,P28,STORE_31,2024-08-17,Toys,202.12,4,808.48,Debit Card,Physical,Completed,TRUE,78,Male,Davidhaven
T349665,C520,P621,STORE_23,2024-08-29,Books,876.4,7,6134.8,Cash,Online,Completed,FALSE,75,Female,North Michaelborough
T349678,C1345,P965,STORE_47,2024-04-08,Books,326.79,2,653.58,Cash,Physical,Cancelled,TRUE,69,Male,Dunlapberg
T349690,C1928,P561,STORE_47,2024-03-12,Books,635.72,2,1271.44,Paypal,Physical,Completed,TRUE,79,Male,Chandlershire
T349691,C46,P211,STORE_48,2024-08-29,Books,948.86,4,3795.44,Cash,Physical,Completed,FALSE,58,Male,Dannymouth
T349712,C835,P266,STORE_7,2024-08-18,Home,880.39,3,2641.17,Paypal,Physical,Completed,TRUE,74,Female,New Tiffanyshire
T34974,C775,P799,STORE_48,2024-05-30,Books,621.67,10,6216.7,Paypal,Physical,Completed,TRUE,25,Male,East Joshuaside
T349749,C37,P742,STORE_6,2024-08-31,Electronics,696.15,8,5569.2,Paypal,Physical,Cancelled,TRUE,75,Female,Smithview
T349803,C1292,P779,STORE_18,2024-01-07,Books,676.12,1,676.12,Cash,Physical,Cancelled,FALSE,48,Male,Lake John
T349834,C1509,P493,STORE_34,2024-02-25,Electronics,531.3,9,4781.7,Cash,Online,Cancelled,FALSE,28,Female,North Christine
T349905,C900,P864,STORE_45,2024-07-26,Toys,615.07,2,1230.14,Cash,Online,Cancelled,TRUE,43,Male,Owenshaven
T349933,C607,P250,STORE_43,2024-09-07,Beauty,531.3,7,3719.1,Credit Card,Online,Completed,TRUE,52,Male,Castillostad
T349964,C1996,P20,STORE_23,2024-01-22,Beauty,763.22,1,763.22,Cash,Online,Completed,TRUE,29,Male,Kaylaberg
T349975,C198,P1988,STORE_39,2023-10-06,Books,429.33,10,4293.3,Debit Card,Online,Cancelled,FALSE,20,Male,Andersonfurt
T35000,C239,P799,STORE_11,2024-05-23,Books,621.67,1,621.67,Debit Card,Physical,Completed,TRUE,53,Female,South Maria
T35013,C70,P224,STORE_34,2023-10-10,Clothing,368.44,4,1473.76,Paypal,Online,Completed,TRUE,18,Female,North Jerry
T350145,C598,P755,STORE_47,2024-03-24,Clothing,70.81,2,141.62,Cash,Physical,Completed,TRUE,50,Female,Walshborough
T350174,C1958,P779,STORE_24,2024-08-18,Books,676.12,3,2028.36,Cash,Physical,Cancelled,TRUE,36,Female,Ericmouth
T350184,C629,P69,STORE_47,2023-11-22,Home,961.39,9,8652.51,Credit Card,Physical,Completed,TRUE,49,Male,East Paige
T350248,C928,P28,STORE_9,2023-12-27,Toys,202.12,2,404.24,Credit Card,Online,Completed,FALSE,57,Female,Smithstad
T350265,C1597,P940,STORE_28,2024-08-28,Toys,740.88,6,4445.28,Debit Card,Physical,Completed,TRUE,43,Male,New Saraberg
T350276,C102,P406,STORE_37,2024-01-19,Toys,577.38,7,4041.66,Debit Card,Physical,Completed,TRUE,57,Female,North Aaronstad
T350313,C665,P513,STORE_42,2024-05-25,Clothing,507.17,5,2535.85,Paypal,Online,Completed,TRUE,18,Female,Owenstown
T350428,C202,P95,STORE_48,2024-03-10,Home,991.51,1,991.51,Credit Card,Physical,Cancelled,TRUE,50,Male,Port John
T350459,C410,P52,STORE_35,2024-07-02,Toys,452.15,3,1356.45,Paypal,Online,Completed,TRUE,52,Female,Adamsville
