transaction_id,customer_id,transaction_date,product_id,product_category,quantity,price_per_unit,total_amount,city,state
13871,C1557,2025-07-07,P101,Electronics,2,19.71,39.42,Rachaelmouth,New Hampshire
13872,C2734,2025-03-28,P300,Home & Kitchen,4,329.09,1316.36,Whiteside,Illinois
13873,C1979,2024-08-29,P201,Clothing,5,231.1,1155.5,Port Richardmouth,Kentucky
13874,C3856,2024-08-07,P402,Sports,3,497.13,1491.39,Lake Richard,North Dakota
13875,C2134,2024-09-10,P301,Home & Kitchen,1,405.31,405.31,Sancheztown,Georgia
13876,C2671,2025-04-20,P301,Home & Kitchen,5,190.06,950.3,Evelynbury,South Dakota
13877,C3223,2024-07-28,P401,Sports,1,362.98,362.98,East Steven,Wisconsin
13878,C2036,2024-07-11,P400,Sports,3,326.51,979.53,Lake Mariafurt,Iowa
13879,C1268,2025-05-31,P300,Home & Kitchen,3,171.85,515.55,South Alicia,Wisconsin
13880,C3197,2025-02-05,P301,Home & Kitchen,4,449.2,1796.8,North Haroldchester,Iowa
13881,C2096,2025-06-18,P401,Sports,5,107.33,536.65,Garciashire,Maine
13882,C1936,2024-10-15,P500,Beauty,3,285.17,855.51,Davisview,Delaware
13883,C3580,2025-01-30,P302,Home & Kitchen,5,472.9,2364.5,Melissafurt,Wyoming
13884,C2604,2024-09-04,P201,Clothing,4,115.76,463.04,Timothyburgh,Georgia
13885,C1120,2024-12-11,P302,Home & Kitchen,3,127.77,383.31,Port Matthewchester,Nebraska
13886,C1018,2025-02-25,P401,Sports,3,267.02,801.06,Morganland,Florida
13887,C3664,2024-12-05,P502,Beauty,3,129.41,388.23,Delgadomouth,West Virginia
13888,C3657,2024-12-20,P402,Sports,5,117.04,585.2,Mccallborough,West Virginia
13889,C3985,2024-07-13,P301,Home & Kitchen,2,436.92,873.84,West Amanda,South Carolina
13890,C1129,2025-04-05,P402,Sports,3,434.6,1303.8,Benderfurt,Washington
13891,C1244,2025-03-11,P300,Home & Kitchen,3,166.37,499.11,Smithport,Nebraska
13892,C3179,2025-06-14,P302,Home & Kitchen,1,301.98,301.98,Lindaburgh,Texas
13893,C1033,2025-07-04,P301,Home & Kitchen,4,90.94,363.76,Kelleyborough,Alabama
13894,C3471,2025-02-17,P101,Electronics,2,147.38,294.76,Port Coreyberg,New Hampshire
13895,C2830,2025-03-03,P202,Clothing,1,351.5,351.5,New Alicia,South Dakota
13896,C3417,2024-12-05,P202,Clothing,4,454.42,1817.68,Ericfort,Indiana
13897,C3808,2024-12-15,P301,Home & Kitchen,3,336.81,1010.43,Kimberlychester,Colorado
13898,C1259,2024-12-05,P100,Electronics,5,463.43,2317.15,Moorefurt,Utah
13899,C2438,2024-08-25,P400,Sports,3,283.96,851.88,Lake Bradley,Oregon
13900,C3822,2024-08-03,P101,Electronics,1,341.53,341.53,Clarkmouth,Iowa
13901,C1757,2024-12-17,P101,Electronics,3,21.35,64.05,Berryburgh,New Jersey
13902,C1929,2025-04-17,P500,Beauty,3,112.76,338.28,West Justin,Arizona
13903,C3800,2024-12-20,P100,Electronics,4,302.35,1209.4,North Krista,Wisconsin
13904,C2354,2024-09-09,P200,Clothing,4,314.02,1256.08,Bruceborough,Vermont
13905,C1978,2025-03-20,P200,Clothing,1,64.72,64.72,South Lisafurt,Idaho
13906,C1683,2025-06-04,P302,Home & Kitchen,1,144.64,144.64,Rodgersbury,Ohio
13907,C2082,2025-01-18,P401,Sports,2,443.61,887.22,Lake Abigailburgh,New Jersey
13908,C2557,2025-01-03,P202,Clothing,4,421.84,1687.36,East Julieshire,North Dakota
13909,C1209,2024-07-10,P202,Clothing,3,64.39,193.17,Espinozaville,California
13910,C1788,2025-03-22,P501,Beauty,4,119.49,477.96,South Anthony,North Carolina
13911,C2401,2025-06-16,P502,Beauty,3,180.8,542.4,East Christina,Texas
13912,C3472,2024-12-22,P101,Electronics,4,488.63,1954.52,West Vanessatown,Idaho
13913,C1321,2025-03-20,P102,Electronics,2,168.85,337.7,Pattersonshire,South Dakota
13914,C2464,2024-09-19,P402,Sports,3,178.57,535.71,Port Eric,Virginia
13915,C3861,2024-08-30,P302,Home & Kitchen,2,347.43,694.86,Mialand,Wyoming
13916,C3227,2025-03-07,P101,Electronics,2,242.21,484.42,New Karifurt,Colorado
13917,C2811,2024-10-15,P101,Electronics,4,107.9,431.6,Turnertown,California
13918,C1575,2025-04-19,P301,Home & Kitchen,1,498.87,498.87,Sharonport,Louisiana
13919,C2534,2025-02-10,P102,Electronics,3,416.92,1250.76,Smithside,Maryland
13920,C2054,2024-11-05,P402,Sports,2,382.91,765.82,East Larry,West Virginia
13921,C2054,2025-03-21,P100,Electronics,4,24.09,96.36,North Scottmouth,Oregon
13922,C3682,2025-06-16,P500,Beauty,5,488.1,2440.5,North Alexandra,Utah
13923,C3545,2025-06-19,P401,Sports,2,16.92,33.84,North Ashley,Kentucky
13924,C3471,2025-06-13,P101,Electronics,5,124.68,623.4,North Amber,Massachusetts
13925,C1962,2025-02-22,P400,Sports,1,397.15,397.15,New Alexanderside,Wyoming
13926,C2785,2024-09-02,P502,Beauty,3,475.41,1426.23,West Matthewview,Iowa
13927,C3917,2025-07-07,P400,Sports,3,174.44,523.32,New Theresa,Nevada
13928,C3211,2024-11-10,P302,Home & Kitchen,5,412.54,2062.7,Ashleymouth,Idaho
13929,C3771,2024-12-24,P200,Clothing,4,225.95,903.8,Lake Jessebury,Indiana
13930,C1938,2025-03-02,P100,Electronics,2,147.39,294.78,Lawrenceton,Rhode Island
13931,C2263,2025-06-12,P502,Beauty,5,479.06,2395.3,Taylorstad,Idaho
13932,C3663,2024-07-27,P501,Beauty,1,332.21,332.21,Cameronberg,Massachusetts
13933,C1992,2024-12-05,P200,Clothing,2,190.96,381.92,East Dennis,Virginia
13934,C3783,2024-10-07,P401,Sports,3,32.64,97.92,Stephenton,Oregon
13935,C1972,2025-04-01,P202,Clothing,2,394.86,789.72,Mirandahaven,Kentucky
13936,C2481,2025-06-27,P100,Electronics,3,74.93,224.79,West Williamborough,Nevada
13937,C3483,2025-05-22,P301,Home & Kitchen,4,238.61,954.44,East Seanfort,Vermont
13938,C2199,2024-09-28,P500,Beauty,1,361.98,361.98,North James,Tennessee
13939,C1794,2025-06-13,P500,Beauty,3,318.07,954.21,North Dustin,Ohio
13940,C2018,2024-07-21,P102,Electronics,2,326.98,653.96,New Christina,Texas
13941,C1346,2025-05-15,P402,Sports,3,120.26,360.78,Derekmouth,Alabama
13942,C3397,2025-01-17,P102,Electronics,2,335.59,671.18,Lake Johnland,Connecticut
13943,C1439,2024-12-03,P401,Sports,1,342.32,342.32,Mannville,Wisconsin
13944,C3394,2025-03-30,P300,Home & Kitchen,4,82.07,328.28,Parsonsview,New Hampshire
13945,C2596,2025-04-19,P102,Electronics,4,306.43,1225.72,Oliviafort,Kansas
13946,C1662,2024-10-14,P300,Home & Kitchen,4,114.68,458.72,East Kellibury,Wyoming
13947,C3516,2025-04-23,P500,Beauty,4,79.21,316.84,East Caitlinborough,Florida
13948,C3003,2025-02-01,P102,Electronics,1,368.27,368.27,Port Nancybury,Mississippi
13949,C3431,2025-03-19,P202,Clothing,2,86.8,173.6,Lisaburgh,Oklahoma
13950,C1309,2025-01-09,P500,Beauty,4,287.93,1151.72,South Dianaview,Kansas
13951,C2782,2024-12-26,P301,Home & Kitchen,2,342.9,685.8,Robertmouth,Idaho
13952,C3313,2024-09-01,P400,Sports,1,185.9,185.9,Meaganland,Idaho
13953,C2810,2024-09-14,P502,Beauty,4,248.79,995.16,Blackwellborough,Hawaii
13954,C3985,2024-10-09,P301,Home & Kitchen,5,372.84,1864.2,Angelafurt,Iowa
13955,C2122,2025-05-11,P101,Electronics,2,37.68,75.36,Lake Aaron,Rhode Island
13956,C1727,2024-12-08,P300,Home & Kitchen,1,406.34,406.34,South Johnview,Louisiana
13957,C3132,2024-09-22,P100,Electronics,4,373.78,1495.12,North Amyport,Alabama
13958,C1140,2024-10-19,P202,Clothing,4,281.93,1127.72,Ronaldstad,Wyoming
13959,C1226,2025-06-01,P202,Clothing,3,322.6,967.8,Lake Robert,Rhode Island
13960,C2853,2025-05-18,P202,Clothing,3,256.47,769.41,Josephstad,Illinois
13961,C1194,2024-10-18,P400,Sports,2,327.8,655.6,West Keith,Connecticut
13962,C1842,2025-05-15,P300,Home & Kitchen,5,392.63,1963.15,Andrewmouth,North Carolina
13963,C2218,2024-09-15,P301,Home & Kitchen,4,342.92,1371.68,South Francismouth,Montana
13964,C2736,2024-11-12,P102,Electronics,2,127.65,255.3,North Tyler,Rhode Island
13965,C1997,2024-08-25,P502,Beauty,1,31.88,31.88,Castromouth,New Mexico
13966,C1293,2024-08-20,P502,Beauty,2,228.74,457.48,East David,Montana
13967,C2150,2024-07-31,P101,Electronics,1,129.41,129.41,West Blake,Alabama
13968,C1654,2024-11-19,P400,Sports,1,277.29,277.29,Edwardsberg,Arkansas
13969,C3693,2024-11-15,P200,Clothing,1,125.16,125.16,Stacyland,Kentucky
13970,C1711,2025-06-07,P500,Beauty,3,400.09,1200.27,West Alexis,Illinois
13971,C1314,2024-08-23,P102,Electronics,2,345.72,691.44,Pamelaton,Ohio
13972,C3609,2024-11-15,P402,Sports,1,364.6,364.6,Rebeccamouth,Idaho
13973,C1973,2024-11-12,P400,Sports,4,422.14,1688.56,Port Tyler,Minnesota
13974,C3872,2024-10-20,P502,Beauty,1,327.77,327.77,Andersonport,Wisconsin
13975,C2908,2024-09-06,P400,Sports,4,304.11,1216.44,Port Richardshire,New Hampshire
13976,C2754,2024-07-21,P502,Beauty,3,327.53,982.59,North Anneborough,Arizona
13977,C2448,2024-11-25,P400,Sports,1,30.94,30.94,South Joshuashire,Florida
13978,C1408,2025-03-05,P200,Clothing,3,352.39,1057.17,Lake Michellebury,Colorado
13979,C2776,2025-07-06,P101,Electronics,1,233.81,233.81,North Sherrichester,Colorado
13980,C1112,2025-03-18,P201,Clothing,5,188.94,944.7,South Bryanville,New Mexico
13981,C1887,2025-01-30,P502,Beauty,3,61.06,183.18,Stephanieburgh,Florida
13982,C1451,2024-10-24,P400,Sports,5,191.94,959.7,Andersonview,Virginia
13983,C3632,2025-03-09,P500,Beauty,5,139.77,698.85,Port Darrenstad,Florida
13984,C2721,2025-05-04,P301,Home & Kitchen,3,468.02,1404.06,North Jenniferbury,Washington
13985,C2409,2024-11-02,P501,Beauty,2,312.25,624.5,Briannafort,Virginia
13986,C2857,2025-05-05,P301,Home & Kitchen,1,304.02,304.02,New Danielfurt,Wisconsin
13987,C2827,2025-07-01,P401,Sports,1,125.8,125.8,South Christopherhaven,North Carolina
13988,C1579,2024-08-10,P102,Electronics,5,255.23,1276.15,Kiddshire,New York
13989,C1436,2024-09-21,P400,Sports,5,183.64,918.2,Clayshire,Missouri
13990,C2563,2024-10-17,P202,Clothing,4,384.81,1539.24,Allisonside,Vermont
13991,C2524,2025-01-05,P402,Sports,2,470.58,941.16,Aguirrestad,South Carolina
13992,C1801,2025-03-21,P301,Home & Kitchen,2,234.8,469.6,West Nicolefort,Mississippi
13993,C1190,2025-02-07,P502,Beauty,4,376.25,1505.0,South Lindafort,New Jersey
13994,C3684,2025-06-25,P202,Clothing,2,116.53,233.06,North Seanmouth,Arizona
13995,C2236,2025-06-26,P302,Home & Kitchen,4,481.09,1924.36,South Nathanborough,Utah
13996,C2737,2024-10-20,P301,Home & Kitchen,4,96.2,384.8,Floydmouth,Iowa
13997,C3785,2025-03-17,P202,Clothing,2,10.42,20.84,Port Davidfort,California
13998,C1396,2024-08-27,P100,Electronics,4,213.89,855.56,Crystalton,Maine
13999,C2210,2025-05-07,P300,Home & Kitchen,1,193.55,193.55,Michelleshire,New York
14000,C3178,2025-02-09,P500,Beauty,1,304.47,304.47,Michaelmouth,South Dakota
14001,C1111,2025-02-17,P400,Sports,4,138.35,553.4,Lake Emily,California
14002,C3315,2024-10-19,P301,Home & Kitchen,3,194.78,584.34,Natalieport,Montana
14003,C1089,2025-03-02,P402,Sports,5,452.17,2260.85,East Jeffreytown,Iowa
14004,C1947,2025-06-22,P201,Clothing,5,283.78,1418.9,Turnertown,Mississippi
14005,C2992,2025-04-01,P100,Electronics,3,275.23,825.69,South Davidton,Arizona
14006,C1929,2025-01-02,P502,Beauty,2,206.77,413.54,Port Robert,New Mexico
14007,C1593,2025-05-26,P101,Electronics,5,488.01,2440.05,Port Kyleton,Kansas
14008,C1236,2025-01-16,P500,Beauty,2,246.45,492.9,Markstad,New Mexico
14009,C1263,2025-05-31,P401,Sports,5,119.3,596.5,Robertberg,Georgia
14010,C3808,2024-08-29,P101,Electronics,1,194.79,194.79,Barrymouth,Oregon
14011,C2850,2024-08-06,P202,Clothing,1,50.16,50.16,Lake David,North Carolina
14012,C2965,2024-09-19,P200,Clothing,5,86.87,434.35,New Jason,Arkansas
14013,C3197,2025-04-17,P102,Electronics,2,20.01,40.02,Munozside,South Dakota
14014,C2640,2025-07-04,P101,Electronics,5,388.61,1943.05,West Melissahaven,Oregon
14015,C3153,2024-09-05,P101,Electronics,3,341.8,1025.4,New Nicolemouth,Kansas
14016,C3361,2025-03-20,P502,Beauty,5,331.52,1657.6,Shawnview,Michigan
14017,C3557,2024-10-03,P401,Sports,5,311.01,1555.05,North Samuel,Vermont
14018,C1552,2025-02-07,P500,Beauty,3,89.0,267.0,Wheelerhaven,Maryland
14019,C3237,2025-06-15,P101,Electronics,1,64.09,64.09,Brennanborough,Oregon
14020,C1388,2025-03-27,P401,Sports,4,184.41,737.64,New Alyssa,Oklahoma
14021,C1038,2025-02-15,P502,Beauty,5,334.83,1674.15,West Brandon,Indiana
14022,C3804,2025-04-11,P400,Sports,4,113.52,454.08,Whiteheadburgh,Idaho
14023,C2670,2024-12-25,P301,Home & Kitchen,2,56.41,112.82,North Maureen,Oregon
14024,C2501,2025-03-28,P200,Clothing,2,302.23,604.46,New Michaelfurt,Kentucky
14025,C2697,2024-12-04,P301,Home & Kitchen,2,374.97,749.94,Josephfurt,Kansas
14026,C2681,2024-10-16,P101,Electronics,5,159.49,797.45,Allisonville,Vermont
14027,C1363,2024-10-03,P201,Clothing,5,258.49,1292.45,New Marktown,New Hampshire
14028,C3910,2025-03-06,P500,Beauty,5,427.94,2139.7,Bowenmouth,Tennessee
14029,C1219,2024-10-04,P502,Beauty,5,444.66,2223.3,New Wanda,Connecticut
14030,C1466,2024-09-18,P402,Sports,2,351.87,703.74,East Sabrina,Rhode Island
14031,C2744,2024-08-06,P202,Clothing,1,254.8,254.8,Lorihaven,Utah
14032,C3849,2025-05-24,P401,Sports,2,399.72,799.44,Pamelaborough,North Dakota
14033,C3830,2025-02-12,P200,Clothing,4,118.68,474.72,West Kayla,Indiana
14034,C1991,2025-02-20,P201,Clothing,1,403.14,403.14,Brendamouth,New Mexico
14035,C2349,2024-07-10,P101,Electronics,5,431.88,2159.4,South Amandaberg,New Jersey
14036,C1185,2025-02-01,P302,Home & Kitchen,1,379.61,379.61,Ashleyview,Connecticut
14037,C1993,2025-04-20,P302,Home & Kitchen,5,419.05,2095.25,Brandonport,Michigan
14038,C2211,2025-05-30,P402,Sports,2,304.67,609.34,Malloryfurt,Colorado
14039,C2399,2025-04-26,P302,Home & Kitchen,3,256.73,770.19,North Gregory,Kentucky
14040,C3245,2024-12-16,P400,Sports,5,459.36,2296.8,Wrightbury,Maryland
14041,C1892,2025-05-17,P100,Electronics,4,426.8,1707.2,West Gregory,New Jersey
14042,C2319,2025-01-04,P502,Beauty,2,81.29,162.58,Allenfort,Mississippi
14043,C1285,2024-12-16,P300,Home & Kitchen,4,406.27,1625.08,Tranbury,Indiana
14044,C1273,2024-12-10,P502,Beauty,2,168.11,336.22,South Daniel,South Dakota
14045,C1435,2024-12-03,P301,Home & Kitchen,4,450.03,1800.12,Dennisfort,Vermont
14046,C1152,2025-05-03,P202,Clothing,2,208.85,417.7,North Antoniofort,Alabama
14047,C3340,2024-09-03,P102,Electronics,5,203.63,1018.15,Seanville,Oregon
14048,C1851,2025-02-11,P501,Beauty,3,136.52,409.56,Port Lindafort,Georgia
14049,C2285,2025-05-11,P501,Beauty,3,124.54,373.62,South Lonniefurt,New Jersey
14050,C1035,2024-12-13,P400,Sports,1,305.52,305.52,Lorishire,Illinois
14051,C2383,2024-08-13,P402,Sports,4,265.45,1061.8,East Donna,Virginia
14052,C3709,2025-05-11,P500,Beauty,5,220.04,1100.2,Clarktown,Vermont
14053,C1555,2024-12-07,P301,Home & Kitchen,5,273.81,1369.05,West Johnborough,Maine
14054,C3503,2025-04-07,P302,Home & Kitchen,1,285.58,285.58,Williamsonfurt,Nevada
14055,C3605,2024-09-30,P500,Beauty,1,235.84,235.84,Mitchellton,Hawaii
14056,C3081,2024-07-27,P201,Clothing,1,215.08,215.08,Clarkview,Oregon
14057,C3546,2024-12-07,P100,Electronics,2,115.74,231.48,New Kristinastad,Nebraska
14058,C2958,2024-11-17,P400,Sports,4,231.88,927.52,North Samuelbury,Wyoming
14059,C3894,2024-11-15,P200,Clothing,4,331.86,1327.44,East Robert,Wisconsin
14060,C3664,2025-05-29,P300,Home & Kitchen,2,159.76,319.52,Kimberlyshire,Tennessee
14061,C2107,2025-05-14,P202,Clothing,2,370.14,740.28,South Billy,Oregon
14062,C3956,2024-09-19,P102,Electronics,5,267.35,1336.75,Romerobury,Arizona
14063,C2006,2025-01-25,P200,Clothing,4,340.12,1360.48,East Janiceland,Massachusetts
14064,C2263,2024-07-15,P202,Clothing,2,222.6,445.2,Weberfurt,Kentucky
14065,C2269,2024-10-23,P100,Electronics,5,58.94,294.7,Baileyberg,Nebraska
14066,C3264,2024-12-02,P301,Home & Kitchen,2,155.3,310.6,Brookeport,South Dakota
14067,C2144,2024-07-12,P300,Home & Kitchen,1,87.1,87.1,Perkinsview,Wisconsin
14068,C2260,2025-01-21,P201,Clothing,1,351.88,351.88,New Stephanie,Kentucky
14069,C1372,2025-06-01,P401,Sports,3,353.76,1061.28,Lake James,Texas
14070,C1266,2025-05-27,P102,Electronics,5,218.64,1093.2,Edwardville,Georgia
14071,C3359,2024-09-27,P301,Home & Kitchen,3,13.95,41.85,North Mary,Texas
14072,C1788,2025-03-31,P300,Home & Kitchen,3,252.55,757.65,Jenniferland,Indiana
14073,C1788,2024-09-23,P502,Beauty,5,356.27,1781.35,Lake Melinda,Idaho
14074,C3606,2024-08-06,P400,Sports,3,162.41,487.23,Lucasbury,New Hampshire
14075,C3803,2025-01-20,P201,Clothing,3,495.16,1485.48,Christinatown,Texas
14076,C1733,2024-09-28,P500,Beauty,5,455.56,2277.8,Colefurt,Massachusetts
14077,C1817,2024-12-26,P400,Sports,1,23.31,23.31,Davisville,Wisconsin
14078,C1742,2024-09-07,P301,Home & Kitchen,3,312.09,936.27,Nicoleville,Connecticut
14079,C1714,2024-10-03,P502,Beauty,2,27.26,54.52,Jasmineville,New Mexico
14080,C2772,2024-12-02,P201,Clothing,4,358.45,1433.8,North Amy,South Carolina
14081,C1687,2024-12-12,P502,Beauty,4,303.97,1215.88,Jacquelineberg,New Mexico
14082,C2571,2024-08-21,P501,Beauty,2,123.54,247.08,Scotthaven,Georgia
14083,C1267,2024-08-31,P102,Electronics,3,55.5,166.5,Port Jacobport,Nevada
14084,C3544,2024-10-27,P500,Beauty,5,341.64,1708.2,New Williambury,North Carolina
14085,C3584,2025-02-15,P201,Clothing,2,147.42,294.84,Lake Charles,Arizona
14086,C3758,2025-06-30,P201,Clothing,1,195.49,195.49,Clarkland,Minnesota
14087,C1783,2025-02-20,P202,Clothing,2,142.38,284.76,North Hollyburgh,Rhode Island
14088,C1942,2025-05-13,P201,Clothing,5,274.01,1370.05,East James,Indiana
14089,C1419,2025-01-05,P201,Clothing,2,241.59,483.18,Derrickville,Indiana
14090,C2042,2025-01-25,P501,Beauty,4,452.24,1808.96,Davidville,Iowa
14091,C2482,2024-10-17,P102,Electronics,4,390.26,1561.04,South Joy,Maine
14092,C3302,2024-08-29,P300,Home & Kitchen,3,132.05,396.15,West Kylieberg,Massachusetts
14093,C3271,2024-10-18,P201,Clothing,5,472.91,2364.55,Port Michael,Alabama
14094,C1836,2024-08-13,P301,Home & Kitchen,1,230.39,230.39,North Heidi,South Dakota
14095,C1668,2025-01-28,P300,Home & Kitchen,5,432.36,2161.8,Whiteburgh,Alaska
14096,C2528,2025-03-08,P502,Beauty,5,405.41,2027.05,New Sarahmouth,New Hampshire
14097,C1033,2025-03-21,P501,Beauty,4,423.33,1693.32,Calderonfort,Alaska
14098,C3478,2025-04-26,P202,Clothing,4,405.27,1621.08,West Jasminechester,Vermont
14099,C3461,2025-05-11,P401,Sports,3,112.67,338.01,Port Wendy,Washington
14100,C2059,2024-07-29,P101,Electronics,4,170.79,683.16,Katherinebury,Rhode Island
14101,C1018,2025-04-28,P400,Sports,5,266.29,1331.45,East Sherylburgh,Oregon
14102,C1558,2025-04-03,P102,Electronics,5,176.71,883.55,South Melissa,Arkansas
14103,C2125,2024-09-01,P502,Beauty,4,114.01,456.04,South Jeffrey,West Virginia
14104,C3731,2024-10-01,P302,Home & Kitchen,5,326.08,1630.4,North Abigail,New Hampshire
14105,C3412,2024-09-22,P402,Sports,4,220.55,882.2,Jenniferburgh,Wyoming
14106,C1067,2024-12-12,P502,Beauty,5,136.52,682.6,Adrianbury,New York
14107,C3631,2025-04-11,P402,Sports,1,234.21,234.21,Hamiltonview,Washington
14108,C2068,2024-12-13,P101,Electronics,5,35.23,176.15,East Gloria,South Dakota
14109,C1880,2025-01-16,P501,Beauty,1,49.59,49.59,Stephanieburgh,Georgia
14110,C2606,2024-09-27,P501,Beauty,4,60.29,241.16,New Brandonland,Idaho
14111,C2334,2024-10-08,P401,Sports,4,221.75,887.0,North Sandra,Washington
14112,C3981,2025-03-31,P102,Electronics,3,47.52,142.56,Allenborough,Idaho
14113,C2574,2025-05-21,P501,Beauty,1,346.25,346.25,Mccallton,Illinois
14114,C3962,2024-09-08,P402,Sports,3,137.77,413.31,Sherrifort,Arkansas
14115,C2507,2025-06-08,P200,Clothing,3,350.2,1050.6,Debraview,Vermont
14116,C2342,2025-07-07,P502,Beauty,4,291.99,1167.96,Lanceberg,Montana
14117,C1068,2025-01-31,P101,Electronics,3,382.14,1146.42,West Rickyville,Oregon
14118,C3361,2024-10-12,P301,Home & Kitchen,4,429.87,1719.48,Kimfort,Colorado
14119,C1555,2025-02-15,P201,Clothing,3,162.32,486.96,Victorfort,Oregon
14120,C2931,2025-01-20,P300,Home & Kitchen,5,222.97,1114.85,Jonesfurt,Wyoming
14121,C2825,2025-03-02,P502,Beauty,2,450.76,901.52,North Melanieburgh,Alaska
14122,C2353,2024-10-23,P101,Electronics,1,423.8,423.8,Thomasfurt,Utah
14123,C3890,2025-01-24,P102,Electronics,2,274.07,548.14,Lake Erikaberg,Kansas
14124,C2232,2025-04-19,P401,Sports,2,380.23,760.46,Matthewstad,Florida
14125,C2021,2024-12-13,P500,Beauty,4,382.69,1530.76,North Benjamintown,New Hampshire
14126,C2667,2025-02-01,P502,Beauty,3,290.76,872.28,Ronaldfort,Kansas
14127,C3097,2024-09-14,P500,Beauty,4,105.97,423.88,New Michaelfurt,Arizona
14128,C1346,2025-01-24,P300,Home & Kitchen,1,362.84,362.84,Port Glennchester,Wisconsin
14129,C3367,2024-10-18,P100,Electronics,2,225.24,450.48,Port Patrick,California
14130,C3500,2024-09-11,P402,Sports,3,51.19,153.57,South Daniel,Oregon
14131,C3063,2024-07-20,P200,Clothing,3,324.92,974.76,Watersberg,North Dakota
14132,C3147,2024-09-19,P300,Home & Kitchen,4,235.24,940.96,Heatherside,Wyoming
14133,C2586,2024-11-13,P401,Sports,1,446.85,446.85,Villarrealborough,Georgia
14134,C1795,2025-01-19,P301,Home & Kitchen,2,35.29,70.58,Port Vanessaport,Kentucky
14135,C2152,2025-04-09,P400,Sports,3,158.98,476.94,Karenmouth,North Dakota
14136,C3083,2025-01-17,P202,Clothing,5,136.5,682.5,Colefort,New Mexico
14137,C3200,2025-05-09,P501,Beauty,2,123.99,247.98,New Barbara,Rhode Island
14138,C2518,2025-04-18,P102,Electronics,2,106.13,212.26,New Susan,Oregon
14139,C3924,2024-12-07,P402,Sports,4,53.5,214.0,Medinaville,Kansas
14140,C2828,2024-11-14,P101,Electronics,2,420.72,841.44,Matthewville,North Dakota
14141,C2753,2024-07-27,P301,Home & Kitchen,3,235.88,707.64,Martinside,Connecticut
14142,C2589,2024-08-24,P202,Clothing,4,446.19,1784.76,Fryestad,Nebraska
14143,C3853,2024-08-13,P201,Clothing,4,273.71,1094.84,West Robertbury,Georgia
14144,C3270,2025-06-15,P102,Electronics,5,451.85,2259.25,Lake Davidstad,Georgia
14145,C3030,2025-01-24,P501,Beauty,4,139.83,559.32,Johnsonstad,Colorado
14146,C3662,2025-03-12,P302,Home & Kitchen,3,345.23,1035.69,Smithton,Utah
14147,C1566,2025-05-25,P201,Clothing,5,359.3,1796.5,Lake Ashley,Oregon
14148,C2882,2025-02-08,P501,Beauty,2,228.6,457.2,Carterborough,Texas
14149,C2907,2025-07-03,P300,Home & Kitchen,2,243.34,486.68,New Adammouth,Louisiana
14150,C2086,2025-04-08,P402,Sports,4,147.88,591.52,Mcdonaldland,Massachusetts
14151,C2452,2025-02-06,P200,Clothing,4,216.41,865.64,South Tracy,Pennsylvania
14152,C1818,2025-05-09,P101,Electronics,5,228.12,1140.6,North April,Wyoming
14153,C2929,2025-06-17,P300,Home & Kitchen,1,165.37,165.37,West Morganbury,Arizona
14154,C3409,2024-12-26,P202,Clothing,2,39.1,78.2,Port John,Missouri
14155,C2137,2024-12-28,P100,Electronics,1,289.78,289.78,Nicoleborough,Massachusetts
14156,C3973,2025-01-31,P101,Electronics,3,205.23,615.69,Morganside,Hawaii
14157,C3958,2025-06-07,P500,Beauty,2,374.98,749.96,Tylertown,Connecticut
14158,C2366,2024-12-20,P301,Home & Kitchen,2,267.41,534.82,Justinberg,Illinois
14159,C1738,2025-02-14,P401,Sports,2,177.56,355.12,Anthonyton,Montana
14160,C2760,2024-09-17,P202,Clothing,2,471.33,942.66,Ashleyshire,Missouri
14161,C1150,2025-02-26,P102,Electronics,1,432.23,432.23,Dickersonfurt,Idaho
14162,C3337,2025-06-20,P301,Home & Kitchen,1,429.18,429.18,Lake James,Maryland
14163,C2260,2024-11-07,P100,Electronics,1,370.45,370.45,Lake Dawnhaven,Florida
14164,C1318,2024-11-18,P502,Beauty,3,413.99,1241.97,North Katherinefurt,Wisconsin
14165,C3423,2025-04-17,P102,Electronics,5,255.91,1279.55,South Adam,Ohio
14166,C1416,2025-05-25,P401,Sports,1,52.51,52.51,North Jamesmouth,Mississippi
14167,C2834,2025-02-01,P302,Home & Kitchen,2,376.95,753.9,Juanton,Montana
14168,C3990,2024-10-17,P301,Home & Kitchen,4,47.49,189.96,West Jordan,California
14169,C1380,2025-05-19,P301,Home & Kitchen,4,218.27,873.08,Douglasside,Tennessee
14170,C3739,2024-11-14,P502,Beauty,4,260.45,1041.8,West Staceyborough,New York
14171,C2685,2025-03-31,P101,Electronics,4,369.21,1476.84,Johnside,Idaho
14172,C1603,2025-03-18,P402,Sports,4,278.3,1113.2,Lake Michael,Montana
14173,C2510,2025-06-10,P500,Beauty,3,358.89,1076.67,Rojasstad,Idaho
14174,C1068,2024-11-07,P401,Sports,5,297.22,1486.1,Ericberg,Delaware
14175,C3942,2025-06-04,P502,Beauty,5,43.22,216.1,West Casey,Montana
14176,C1014,2024-09-22,P202,Clothing,2,348.91,697.82,New Cameron,Wisconsin
14177,C2170,2024-08-17,P202,Clothing,2,253.23,506.46,Danielville,Virginia
14178,C3786,2025-03-12,P101,Electronics,3,420.71,1262.13,Goodmanburgh,Iowa
