loyalty_id,customer_id,loyalty_signup_date,loyalty_tier,total_points
L6253,C1558,2024/03/05,Silver,2827
L6254,C2238,2024/08/18,Gold,2569
L6255,C2944,2024/04/05,Silver,8915
L6256,C1483,2025/05/23,Silver,8
L6257,C1232,2025/04/29,Platinum,7721
L6258,C1402,2024/06/29,Platinum,8110
L6259,C3411,2023/09/19,Silver,7522
L6260,C1098,2024/05/26,Gold,6085
L6261,C3617,2025/03/15,Platinum,3762
L6262,C3910,2025/02/15,Gold,9180
L6263,C2814,2024/04/01,Silver,2171
L6264,C3970,2023/10/23,Platinum,8714
L6265,C3403,2024/11/23,Gold,7602
L6266,C2981,2025/07/08,Platinum,7899
L6267,C3614,2024/03/25,Gold,7703
L6268,C2486,2024/10/03,Silver,5438
L6269,C2750,2024/10/05,Gold,5276
L6270,C3859,2023/11/11,Silver,9949
L6271,C2517,2025/03/01,Silver,8023
L6272,C2185,2024/09/19,Gold,49
L6273,C1792,2024/09/18,Gold,3499
L6274,C3907,2023/09/15,Gold,3209
L6275,C1747,2025/05/18,Gold,3326
L6276,C3293,2024/12/25,Gold,5246
L6277,C2875,2024/12/31,Silver,1557
L6278,C2575,2024/12/28,Silver,7721
L6279,C3660,2023/11/21,Silver,3979
L6280,C3352,2023/08/01,Gold,4113
L6281,C3053,2025/04/06,Silver,2902
L6282,C3596,2025/05/29,Gold,9345
L6283,C1623,2024/03/29,Silver,6970
L6284,C2831,2023/08/26,Platinum,147
L6285,C3176,2023/12/29,Silver,1646
L6286,C1288,2024/12/11,Silver,7225
L6287,C1610,2023/09/15,Platinum,3348
L6288,C3340,2024/01/19,Gold,1944
L6289,C2224,2024/08/18,Gold,2424
L6290,C2836,2025/02/08,Gold,727
L6291,C1684,2025/04/23,Platinum,7
L6292,C3796,2024/07/22,Gold,3234
L6293,C1081,2025/03/02,Gold,6603
L6294,C1964,2024/09/12,Platinum,1074
L6295,C3022,2024/04/11,Gold,8894
L6296,C1258,2024/01/24,Gold,337
L6297,C1844,2024/06/06,Platinum,1529
L6298,C2052,2024/05/20,Gold,1272
L6299,C3055,2025/03/16,Platinum,9563
L6300,C1358,2023/11/07,Gold,8871
L6301,C2725,2024/08/03,Gold,6223
L6302,C3010,2023/12/01,Silver,3747
L6303,C1513,2025/03/16,Platinum,5813
L6304,C2643,2025/02/06,Silver,2384
L6305,C3840,2024/12/10,Platinum,9608
L6306,C1547,2024/10/16,Silver,7943
L6307,C1263,2024/09/18,Platinum,646
L6308,C2611,2023/10/02,Silver,3590
L6309,C3470,2024/02/25,Platinum,4753
L6310,C3442,2025/05/17,Silver,5180
L6311,C3268,2025/06/26,Silver,9451
L6312,C1500,2023/12/09,Platinum,498
L6313,C2985,2025/04/02,Silver,2189
L6314,C1192,2024/01/05,Platinum,9887
L6315,C3301,2023/10/18,Silver,7584
L6316,C1330,2023/12/10,Gold,8703
L6317,C3182,2024/08/27,Platinum,5029
L6318,C3811,2024/02/20,Gold,6927
L6319,C1089,2025/05/25,Gold,1435
L6320,C1662,2024/04/16,Gold,495
L6321,C2379,2024/07/20,Gold,8236
L6322,C2912,2023/09/23,Gold,427
L6323,C3513,2024/12/31,Gold,7709
L6324,C2262,2025/05/02,Silver,3376
L6325,C3727,2024/11/13,Silver,6239
L6326,C2426,2024/03/15,Gold,6778
L6327,C1897,2025/06/06,Platinum,9288
L6328,C2539,2025/01/14,Silver,7783
L6329,C3367,2023/09/17,Gold,2558
L6330,C3652,2023/08/23,Gold,5824
L6331,C1746,2025/01/14,Silver,5111
L6332,C1672,2024/07/04,Platinum,7473
L6333,C3081,2025/01/29,Gold,2002
L6334,C1633,2025/07/04,Gold,9981
L6335,C1014,2025/02/17,Silver,7855
L6336,C1476,2024/10/13,Silver,9764
L6337,C3593,2024/07/01,Gold,2627
L6338,C3089,2024/09/01,Gold,1312
L6339,C3024,2025/01/02,Silver,6282
L6340,C1601,2024/05/14,Platinum,875
L6341,C2389,2024/12/02,Silver,2326
L6342,C2238,2023/10/21,Silver,8350
L6343,C1169,2024/06/25,Silver,4762
L6344,C2656,2023/11/15,Platinum,152
L6345,C2956,2024/12/30,Gold,8161
L6346,C1411,2025/01/12,Platinum,6430
L6347,C3903,2025/05/03,Platinum,6843
L6348,C1450,2024/02/05,Gold,6803
L6349,C3897,2024/09/07,Gold,579
L6350,C2142,2023/09/20,Silver,1607
L6351,C1865,2025/01/13,Silver,4783
L6352,C3861,2025/02/09,Platinum,6987
L6353,C3039,2023/12/03,Gold,5335
L6354,C3077,2024/12/06,Silver,7630
L6355,C3373,2023/08/21,Platinum,4698
L6356,C3051,2023/09/02,Platinum,5192
L6357,C2058,2025/06/14,Gold,4699
L6358,C3128,2025/04/28,Gold,2483
L6359,C3960,2023/11/03,Gold,3657
L6360,C1368,2025/02/04,Gold,1241
L6361,C3806,2024/06/24,Silver,2268
L6362,C2146,2024/07/26,Gold,9194
L6363,C3286,2024/09/26,Gold,4355
L6364,C3360,2025/04/09,Gold,8607
L6365,C2592,2024/10/07,Gold,2264
L6366,C3562,2025/01/15,Silver,7825
L6367,C3161,2024/10/12,Silver,1595
L6368,C2175,2024/05/31,Silver,1652
L6369,C1375,2024/11/17,Gold,1968
L6370,C3107,2024/01/06,Gold,868
L6371,C2554,2024/12/10,Silver,5327
L6372,C3867,2024/05/02,Silver,8271
L6373,C2944,2025/02/05,Platinum,6904
L6374,C3302,2024/10/07,Gold,8508
L6375,C3948,2025/04/20,Gold,8379
L6376,C3541,2024/09/08,Gold,3635
L6377,C3575,2024/10/10,Gold,5268
L6378,C2379,2025/05/02,Gold,340
L6379,C3662,2025/04/06,Gold,9809
L6380,C1958,2024/06/27,Silver,9896
L6381,C1802,2023/09/26,Silver,9647
L6382,C1771,2024/12/22,Gold,7464
L6383,C2710,2023/09/28,Silver,7308
L6384,C3212,2024/12/24,Silver,7096
L6385,C3250,2024/08/07,Silver,5013
L6386,C1104,2024/08/10,Silver,6605
L6387,C3801,2024/02/20,Platinum,9033
L6388,C3671,2024/12/22,Platinum,3570
L6389,C2225,2023/09/14,Gold,1682
L6390,C2672,2023/08/23,Silver,7316
L6391,C1927,2024/05/02,Platinum,547
L6392,C3264,2023/10/17,Silver,1453
L6393,C1652,2025/06/06,Platinum,269
L6394,C3540,2024/09/05,Gold,7975
L6395,C1261,2023/09/12,Gold,5784
L6396,C1537,2025/03/05,Gold,3734
L6397,C1535,2024/02/10,Platinum,6833
L6398,C1429,2025/05/24,Platinum,4532
L6399,C1323,2023/09/26,Silver,2341
L6400,C2005,2024/02/10,Gold,3268
L6401,C2033,2024/03/18,Platinum,3441
L6402,C2173,2023/12/09,Gold,2485
L6403,C2983,2023/08/05,Silver,6900
L6404,C1634,2025/07/03,Platinum,4306
L6405,C3810,2024/12/10,Platinum,4021
L6406,C3808,2025/04/07,Silver,6572
L6407,C3864,2025/06/19,Gold,3868
L6408,C1884,2025/02/10,Silver,9816
L6409,C1060,2024/03/07,Platinum,2583
L6410,C3446,2023/08/30,Gold,6016
L6411,C3767,2024/07/17,Silver,4946
L6412,C2765,2024/02/12,Silver,1969
L6413,C1924,2023/11/07,Platinum,3760
L6414,C2583,2024/07/21,Silver,1795
L6415,C2699,2024/08/13,Platinum,5725
L6416,C3143,2025/04/24,Gold,5219
L6417,C3683,2023/09/06,Gold,3728
L6418,C3329,2025/05/31,Silver,3617
L6419,C3616,2024/03/18,Silver,4709
L6420,C3095,2024/10/13,Silver,6716
L6421,C2054,2025/05/23,Gold,2895
L6422,C2123,2023/08/30,Silver,419
L6423,C2389,2025/06/17,Gold,3512
L6424,C3868,2025/01/21,Gold,8030
L6425,C1875,2023/10/07,Platinum,7868
L6426,C3330,2024/08/26,Gold,2111
L6427,C2891,2024/09/01,Silver,7611
L6428,C3549,2024/01/16,Gold,1043
L6429,C2312,2024/10/12,Silver,7619
L6430,C1194,2025/04/16,Platinum,9397
L6431,C3086,2024/10/28,Silver,3936
L6432,C3171,2024/05/14,Silver,7445
L6433,C2980,2024/03/19,Silver,6008
L6434,C3273,2024/07/16,Gold,6802
L6435,C3594,2024/12/03,Gold,7847
L6436,C3836,2024/06/23,Gold,7677
L6437,C2661,2023/12/26,Silver,1837
L6438,C3127,2024/05/03,Platinum,6671
L6439,C3744,2023/07/13,Gold,9109
L6440,C1722,2023/10/27,Platinum,6667
L6441,C2358,2024/07/13,Silver,6114
L6442,C1013,2025/04/03,Platinum,5837
L6443,C3081,2025/02/19,Platinum,4049
L6444,C2428,2024/09/07,Silver,9484
L6445,C3597,2024/01/21,Silver,7623
L6446,C1429,2025/05/13,Silver,4594
L6447,C2832,2025/02/13,Gold,6747
L6448,C3619,2023/11/05,Gold,8458
L6449,C2194,2024/06/14,Gold,4245
L6450,C3744,2023/09/08,Platinum,2877
L6451,C3023,2024/10/12,Gold,2210
L6452,C3904,2025/02/11,Silver,1348
L6453,C2053,2025/02/18,Gold,5111
L6454,C3799,2023/09/24,Silver,8832
L6455,C2934,2023/12/17,Gold,8045
L6456,C2382,2024/04/04,Platinum,1444
L6457,C2599,2024/07/06,Silver,5823
L6458,C2250,2024/02/05,Gold,1692
L6459,C1599,2024/05/20,Platinum,3400
L6460,C1538,2024/04/15,Platinum,9235
L6461,C3431,2024/05/08,Platinum,1627
L6462,C2274,2025/05/25,Platinum,5644
L6463,C3826,2024/12/22,Silver,9904
L6464,C1579,2023/12/06,Gold,7883
L6465,C1415,2024/08/13,Platinum,6464
L6466,C1018,2023/09/08,Platinum,4689
L6467,C1510,2025/06/08,Gold,6892
L6468,C3132,2024/10/09,Platinum,4757
L6469,C1438,2024/09/07,Gold,1077
L6470,C2836,2024/05/24,Silver,495
L6471,C1078,2025/01/03,Gold,6372
L6472,C3846,2025/05/07,Silver,7004
L6473,C3102,2025/06/20,Gold,5672
L6474,C1090,2025/07/01,Platinum,5044
L6475,C2262,2024/05/05,Silver,144
L6476,C1460,2023/07/31,Platinum,7047
L6477,C3026,2023/10/21,Silver,2591
L6478,C1536,2024/04/16,Silver,6993
L6479,C2775,2024/11/27,Gold,4744
L6480,C3144,2025/03/20,Gold,8414
L6481,C2662,2024/05/10,Platinum,4448
L6482,C3562,2025/05/07,Gold,5600
L6483,C3219,2025/03/20,Silver,5790
L6484,C3519,2024/07/04,Gold,6515
L6485,C3300,2023/08/06,Gold,2573
L6486,C2860,2023/11/25,Silver,6073
L6487,C2574,2025/06/04,Silver,2589
L6488,C2311,2024/05/25,Gold,7630
L6489,C1151,2023/08/08,Gold,5965
L6490,C3312,2024/07/15,Platinum,8221
L6491,C1957,2023/08/25,Gold,2113
L6492,C2311,2025/07/08,Gold,8727
L6493,C3415,2023/10/20,Silver,6609
L6494,C2721,2024/01/04,Platinum,2785
L6495,C2363,2024/12/28,Platinum,5414
L6496,C3119,2025/06/18,Silver,1413
L6497,C2050,2024/09/17,Silver,709
L6498,C3070,2024/10/11,Platinum,7161
L6499,C2581,2025/03/24,Platinum,3670
L6500,C2245,2023/11/03,Silver,7971
L6501,C2121,2023/10/16,Platinum,2336
L6502,C2897,2025/01/27,Platinum,8033
L6503,C3372,2025/02/11,Platinum,2759
L6504,C2455,2025/06/12,Silver,9050
L6505,C3814,2025/06/16,Gold,2988
L6506,C2900,2024/07/01,Platinum,6859
L6507,C1725,2024/10/04,Platinum,1508
L6508,C2349,2024/05/09,Platinum,1127
L6509,C2184,2024/09/25,Gold,4960
L6510,C2304,2025/01/31,Gold,4040
L6511,C2979,2025/02/02,Gold,4653
L6512,C1654,2025/03/26,Gold,5771
L6513,C1293,2024/06/17,Silver,1768
L6514,C1132,2024/11/16,Silver,199
L6515,C1458,2025/02/13,Silver,236
L6516,C2936,2025/02/20,Silver,6835
L6517,C1896,2024/09/10,Silver,3729
L6518,C1296,2025/07/06,Silver,3231
L6519,C2426,2024/10/27,Gold,7498
L6520,C2878,2024/11/27,Gold,1025
L6521,C1298,2024/03/14,Platinum,3753
L6522,C1921,2024/02/07,Platinum,2174
L6523,C1236,2024/05/18,Gold,2490
L6524,C3296,2023/11/06,Gold,149
L6525,C1941,2024/07/20,Platinum,6324
L6526,C3685,2025/04/18,Gold,4062
L6527,C1957,2025/02/10,Silver,6530
L6528,C2681,2024/09/20,Silver,296
L6529,C2519,2025/07/03,Silver,6005
L6530,C2555,2024/10/10,Silver,2081
L6531,C3366,2023/10/11,Gold,5457
L6532,C1328,2023/09/16,Gold,3878
L6533,C3668,2024/03/25,Platinum,7961
L6534,C1578,2023/10/28,Platinum,980
L6535,C2722,2024/02/24,Platinum,1498
L6536,C2442,2024/02/02,Platinum,1738
L6537,C2576,2025/03/22,Platinum,6920
L6538,C2697,2023/09/14,Silver,2081
L6539,C3189,2023/07/18,Gold,6083
L6540,C3795,2023/09/21,Platinum,953
L6541,C1658,2025/04/26,Platinum,4756
L6542,C1154,2024/04/26,Gold,2484
L6543,C3580,2023/08/25,Platinum,9964
L6544,C3812,2024/11/11,Platinum,2297
L6545,C2085,2024/09/03,Silver,4389
L6546,C1617,2024/09/09,Gold,1751
L6547,C2254,2023/11/01,Platinum,7987
L6548,C2086,2024/11/07,Gold,3405
L6549,C2089,2024/05/23,Platinum,7452
L6550,C2282,2024/05/13,Silver,5376
L6551,C1994,2024/05/25,Gold,4635
L6552,C3324,2024/11/19,Gold,2056
L6553,C2526,2023/07/21,Silver,5587
L6554,C2765,2025/06/09,Silver,8382
L6555,C3098,2024/11/17,Gold,8004
L6556,C3804,2024/06/13,Platinum,44
L6557,C2991,2025/05/29,Platinum,1418
L6558,C1450,2025/05/01,Gold,6453
L6559,C1852,2024/11/29,Silver,7096
L6560,C2551,2024/01/28,Silver,9057
L6561,C3688,2023/11/27,Platinum,1062
L6562,C2507,2023/11/20,Silver,5509
L6563,C3407,2023/07/31,Gold,7839
L6564,C1593,2023/11/01,Platinum,4343
L6565,C1366,2024/05/30,Silver,9341
L6566,C2311,2025/04/28,Platinum,5937
L6567,C2362,2023/10/06,Platinum,3428
L6568,C1081,2024/03/17,Silver,1181
L6569,C3334,2023/11/28,Platinum,3437
L6570,C2646,2025/06/06,Silver,7173
L6571,C2612,2024/08/31,Silver,540
L6572,C2385,2025/01/21,Platinum,9781
L6573,C2220,2023/07/12,Gold,5747
L6574,C1315,2023/12/06,Gold,508
L6575,C3349,2024/12/16,Silver,1348
L6576,C2898,2023/10/13,Platinum,4544
L6577,C3497,2023/09/14,Platinum,3424
L6578,C3144,2024/01/30,Silver,3155
L6579,C1648,2025/03/28,Platinum,9080
L6580,C2854,2025/01/05,Silver,5738
L6581,C3485,2024/03/23,Platinum,5695
L6582,C2451,2024/03/25,Gold,7908
L6583,C1461,2024/07/17,Gold,5621
L6584,C3195,2025/01/27,Gold,7204
L6585,C1200,2023/08/25,Silver,9477
L6586,C3004,2025/03/11,Platinum,8996
L6587,C1428,2024/06/12,Silver,527
L6588,C3370,2024/09/22,Silver,9841
L6589,C1050,2024/02/24,Platinum,5015
L6590,C1822,2024/04/12,Silver,8168
L6591,C1247,2023/08/29,Gold,1190
L6592,C3506,2025/05/21,Gold,8882
L6593,C2825,2024/07/11,Silver,9091
L6594,C3832,2023/12/06,Silver,1596
L6595,C2869,2024/12/01,Gold,7945
L6596,C2970,2025/05/09,Platinum,3882
L6597,C3888,2023/12/03,Silver,6462
L6598,C2813,2023/11/18,Gold,1442
L6599,C1451,2023/08/16,Platinum,8189
L6600,C3403,2024/07/14,Platinum,6849
L6601,C1474,2025/05/28,Gold,7243
L6602,C2763,2023/08/04,Gold,7786
L6603,C3826,2025/04/23,Silver,5852
L6604,C2929,2023/10/26,Silver,8500
L6605,C2881,2025/05/06,Silver,9208
L6606,C1581,2025/04/26,Silver,1984
L6607,C2808,2025/07/10,Platinum,8412
L6608,C1957,2024/04/21,Gold,5513
L6609,C3244,2024/11/29,Gold,5356
L6610,C2232,2024/11/02,Gold,9679
L6611,C2537,2024/10/14,Silver,9242
L6612,C1195,2024/03/26,Silver,2764
L6613,C3026,2024/12/17,Platinum,4029
L6614,C2222,2024/10/22,Platinum,6964
L6615,C2933,2024/08/30,Gold,8530
L6616,C3832,2025/05/28,Platinum,5352
L6617,C1470,2024/10/17,Platinum,8354
L6618,C2436,2024/10/21,Silver,3073
L6619,C2570,2025/02/19,Silver,6898
L6620,C1661,2025/05/18,Silver,3503
L6621,C3013,2023/11/23,Platinum,6448
L6622,C3503,2024/08/28,Silver,1647
L6623,C1396,2025/05/21,Gold,7843
L6624,C1812,2023/12/24,Gold,5614
L6625,C2420,2025/03/29,Gold,3807
L6626,C2558,2025/03/29,Platinum,3413
L6627,C2050,2024/07/25,Gold,9364
L6628,C3761,2024/05/06,Gold,4097
L6629,C1203,2024/08/22,Platinum,3183
L6630,C1840,2024/03/11,Silver,6844
L6631,C2857,2024/08/20,Silver,2771
L6632,C2576,2025/01/29,Silver,3310
L6633,C3044,2024/04/30,Gold,1117
L6634,C1253,2023/10/18,Silver,5268
L6635,C1746,2024/08/21,Silver,3518
L6636,C1333,2024/09/06,Platinum,173
L6637,C3022,2024/07/08,Platinum,2826
L6638,C3422,2024/08/23,Gold,11
L6639,C1479,2024/12/20,Silver,4086
L6640,C3720,2025/02/07,Silver,8419
L6641,C3324,2024/07/24,Gold,8980
L6642,C1092,2025/02/19,Silver,7790
L6643,C1803,2024/03/12,Gold,1084
L6644,C1023,2023/08/12,Silver,8955
L6645,C1202,2025/01/22,Silver,9927
L6646,C3850,2024/02/24,Gold,2362
L6647,C1636,2025/04/30,Gold,205
L6648,C3753,2024/02/21,Platinum,9071
L6649,C1349,2025/03/16,Platinum,9509
L6650,C2386,2024/08/09,Platinum,9659
L6651,C3268,2024/10/21,Gold,1771
L6652,C3117,2024/05/19,Gold,7377
L6653,C2590,2025/05/01,Gold,7985
L6654,C2231,2023/09/30,Platinum,5464
L6655,C1453,2024/02/29,Silver,4438
L6656,C3487,2024/04/19,Platinum,5610
L6657,C3554,2025/01/20,Platinum,2253
L6658,C2877,2024/03/29,Platinum,3623
L6659,C1549,2025/04/16,Silver,7505
L6660,C2824,2023/09/16,Gold,9002
L6661,C1896,2025/05/02,Silver,6650
L6662,C3200,2023/08/17,Platinum,6586
L6663,C1704,2024/06/27,Silver,9429
L6664,C3995,2025/05/15,Gold,6305
L6665,C1481,2023/09/12,Platinum,1047
L6666,C1085,2024/08/05,Gold,5599
L6667,C1039,2025/02/14,Platinum,8806
L6668,C1735,2024/05/25,Gold,7505
L6669,C1689,2025/05/01,Platinum,6494
L6670,C3500,2024/05/27,Gold,7555
L6671,C2935,2024/11/04,Gold,5430
L6672,C2719,2024/10/13,Gold,8269
L6673,C3402,2024/03/10,Platinum,6757
L6674,C1011,2023/11/02,Silver,3366
L6675,C2421,2024/08/19,Gold,3299
L6676,C2032,2024/05/06,Platinum,3566
L6677,C2819,2025/02/17,Platinum,6113
L6678,C1683,2023/12/09,Silver,3160
L6679,C2740,2025/04/07,Platinum,9936
L6680,C2853,2024/05/03,Platinum,1527
L6681,C2830,2024/04/09,Gold,6050
L6682,C1016,2024/01/16,Silver,3641
L6683,C2382,2025/04/01,Gold,1349
L6684,C3016,2025/01/02,Gold,2423
L6685,C2689,2023/07/17,Gold,1589
L6686,C2605,2024/05/07,Gold,6246
L6687,C1739,2023/09/22,Silver,1023
L6688,C2395,2024/02/28,Platinum,6877
L6689,C1456,2024/09/26,Gold,9946
L6690,C3404,2024/07/23,Platinum,575
L6691,C3627,2024/01/04,Silver,8069
L6692,C2503,2023/10/04,Silver,3626
L6693,C1235,2023/08/08,Platinum,3809
L6694,C3580,2024/04/26,Platinum,3407
L6695,C1315,2025/03/31,Silver,413
L6696,C1596,2025/01/06,Gold,4127
L6697,C1813,2024/04/02,Silver,7927
L6698,C3467,2024/11/20,Platinum,6034
L6699,C3809,2024/05/28,Platinum,2357
L6700,C3936,2024/10/31,Gold,2352
L6701,C1736,2024/01/01,Silver,9906
L6702,C3317,2025/03/01,Silver,1860
L6703,C3734,2023/12/06,Platinum,4404
L6704,C1210,2024/04/01,Silver,2198
L6705,C2475,2024/02/05,Silver,515
L6706,C3023,2023/11/24,Gold,3148
L6707,C2169,2024/02/25,Gold,4448
L6708,C3193,2024/09/20,Platinum,2046
L6709,C3064,2025/03/09,Gold,8639
L6710,C2051,2023/11/12,Silver,5860
L6711,C2628,2024/05/26,Silver,7290
L6712,C3899,2023/07/24,Platinum,9640
L6713,C2888,2023/08/26,Silver,8827
L6714,C3265,2024/07/21,Silver,5818
L6715,C1688,2024/12/03,Platinum,5617
L6716,C1023,2024/12/28,Platinum,6682
L6717,C2425,2024/02/05,Gold,8839
L6718,C2552,2025/01/16,Gold,1856
L6719,C3225,2023/07/13,Platinum,315
L6720,C1515,2024/03/25,Platinum,4743
L6721,C2808,2023/12/12,Silver,3593
L6722,C1676,2023/11/08,Silver,8484
L6723,C3180,2024/08/01,Gold,7334
L6724,C2730,2023/09/02,Platinum,3834
L6725,C3414,2024/10/19,Platinum,8452
L6726,C1232,2024/08/24,Gold,8503
L6727,C1548,2025/04/21,Silver,3518
L6728,C1604,2024/08/09,Gold,5383
L6729,C1307,2025/06/27,Gold,83
L6730,C3333,2025/01/18,Silver,5934
L6731,C3362,2024/08/10,Platinum,3567
L6732,C1271,2023/09/23,Gold,4764
L6733,C3471,2023/08/16,Platinum,3173
L6734,C3967,2024/09/19,Gold,8841
L6735,C1245,2024/10/30,Platinum,5858
L6736,C1099,2024/11/27,Gold,9850
L6737,C1213,2023/08/28,Platinum,499
L6738,C3171,2024/05/05,Platinum,9589
L6739,C3898,2025/07/07,Gold,1128
L6740,C2336,2024/05/31,Gold,3016
L6741,C1590,2025/04/17,Silver,6899
L6742,C3520,2024/09/15,Silver,9133
L6743,C1404,2023/07/22,Platinum,171
L6744,C1689,2025/02/19,Silver,397
L6745,C1668,2024/09/18,Gold,1448
L6746,C3137,2024/09/23,Gold,8489
L6747,C1661,2024/03/13,Platinum,3737
L6748,C2951,2025/01/07,Platinum,1641
L6749,C3262,2024/02/16,Gold,9175
L6750,C2070,2024/08/07,Gold,7543
L6751,C3120,2024/03/27,Gold,2945
L6752,C2975,2024/05/08,Silver,1319
L6753,C3590,2024/07/07,Gold,9877
L6754,C3077,2024/05/16,Silver,5600
L6755,C1181,2025/02/19,Gold,5428
L6756,C1906,2023/09/21,Silver,160
L6757,C3733,2023/11/06,Platinum,8738
L6758,C1321,2025/07/02,Gold,9868
L6759,C1909,2025/01/27,Platinum,7716
L6760,C1851,2024/09/30,Gold,796
L6761,C1487,2024/06/28,Platinum,3236
L6762,C3961,2024/05/27,Silver,5856
L6763,C2894,2024/01/12,Gold,6759
L6764,C2349,2025/03/29,Silver,6856
L6765,C2512,2023/10/06,Silver,774
L6766,C3926,2025/04/30,Gold,4025
L6767,C3336,2024/09/05,Silver,6119
L6768,C1188,2024/02/23,Gold,5480
L6769,C3073,2024/08/28,Silver,4630
L6770,C2858,2024/08/08,Silver,9414
L6771,C1653,2024/11/02,Platinum,8878
L6772,C3377,2024/04/14,Silver,785
L6773,C2300,2025/02/24,Platinum,7250
L6774,C2474,2024/12/12,Gold,9665
L6775,C2460,2025/01/08,Platinum,1076
L6776,C1539,2024/10/07,Silver,2785
L6777,C3049,2023/10/06,Gold,9536
L6778,C3235,2023/10/13,Silver,655
L6779,C1694,2025/04/29,Gold,4771
L6780,C1662,2024/08/12,Silver,313
L6781,C1916,2024/09/13,Silver,5573
L6782,C1091,2025/06/12,Gold,8224
L6783,C1142,2023/07/15,Silver,5607
L6784,C2628,2024/01/22,Silver,6622
L6785,C3951,2025/06/11,Gold,1946
L6786,C1842,2025/04/02,Silver,8915
L6787,C2126,2023/12/18,Platinum,597
L6788,C1820,2025/03/07,Silver,8312
L6789,C1602,2023/12/17,Silver,4660
L6790,C1516,2024/03/26,Gold,7937
L6791,C3233,2025/01/20,Silver,573
L6792,C3048,2024/04/08,Gold,6971
L6793,C3211,2024/10/06,Gold,2374
L6794,C2367,2024/02/15,Silver,6278
L6795,C3219,2024/12/13,Silver,1659
L6796,C1076,2023/07/28,Platinum,4861
L6797,C2625,2024/04/15,Gold,6261
L6798,C3781,2023/10/05,Gold,2991
L6799,C1791,2024/08/25,Silver,5072
L6800,C2513,2023/11/30,Gold,5302
L6801,C2044,2024/09/24,Silver,9945
L6802,C1335,2025/04/11,Silver,5548
L6803,C2209,2024/02/14,Gold,5020
L6804,C1754,2023/10/17,Silver,7263
L6805,C1579,2024/07/12,Gold,1852
L6806,C3245,2024/01/30,Silver,2334
L6807,C3154,2023/12/15,Gold,9040
L6808,C3319,2025/03/17,Silver,5806
L6809,C3319,2024/02/16,Platinum,8241
L6810,C2528,2024/05/22,Silver,988
L6811,C1371,2024/08/28,Gold,7685
L6812,C1270,2024/03/29,Silver,4558
L6813,C2773,2024/06/28,Gold,2318
L6814,C2622,2024/09/26,Gold,7709
L6815,C3473,2024/11/25,Silver,8186
L6816,C1724,2025/01/25,Platinum,1708
L6817,C3269,2024/01/05,Platinum,7818
L6818,C2986,2024/01/15,Platinum,4065
L6819,C2436,2024/05/11,Platinum,5901
L6820,C3804,2023/11/08,Silver,8304
L6821,C2132,2024/12/25,Platinum,9773
L6822,C1916,2024/04/22,Gold,4721
L6823,C2771,2024/12/25,Gold,6655
L6824,C1157,2023/10/13,Silver,7854
L6825,C2254,2024/07/09,Silver,9270
L6826,C2559,2025/05/22,Gold,6941
L6827,C1751,2025/04/20,Silver,4088
L6828,C2103,2024/01/12,Gold,2072
L6829,C3350,2024/02/09,Platinum,7389
L6830,C3439,2025/07/03,Silver,5425
L6831,C1482,2025/01/27,Platinum,4300
L6832,C1789,2024/07/07,Silver,9887
L6833,C1306,2024/08/30,Gold,7328
L6834,C3569,2024/09/18,Platinum,9019
L6835,C3918,2024/01/12,Platinum,6814
L6836,C3890,2024/04/14,Silver,108
L6837,C3501,2024/10/27,Silver,9960
L6838,C1330,2024/11/07,Platinum,6990
L6839,C1502,2024/11/18,Gold,8863
L6840,C2748,2024/07/15,Silver,596
L6841,C2709,2024/09/12,Platinum,4102
L6842,C3429,2025/02/15,Gold,4980
L6843,C2109,2023/10/20,Silver,7009
L6844,C3318,2025/02/03,Silver,3302
L6845,C3693,2024/03/23,Platinum,1101
L6846,C1549,2023/08/24,Platinum,895
L6847,C2078,2024/04/27,Silver,1608
L6848,C2156,2023/09/20,Platinum,921
L6849,C3145,2025/06/04,Silver,1650
L6850,C2883,2024/06/17,Gold,8423
L6851,C1851,2024/06/27,Platinum,3566
L6852,C2743,2025/02/20,Silver,2536
L6853,C3844,2023/10/15,Platinum,1972
L6854,C1898,2024/02/05,Silver,7539
L6855,C3635,2024/01/16,Gold,8535
L6856,C1241,2024/12/07,Gold,3573
L6857,C3796,2025/02/23,Silver,4644
L6858,C2697,2024/01/05,Platinum,3589
L6859,C2963,2024/12/27,Gold,7512
L6860,C2422,2023/12/14,Silver,4332
L6861,C3751,2023/12/17,Silver,5267
L6862,C3042,2025/06/12,Gold,120
L6863,C2520,2024/01/05,Gold,896
L6864,C1355,2024/11/12,Gold,351
L6865,C1838,2024/10/16,Gold,4035
L6866,C3444,2023/12/04,Gold,3116
L6867,C1793,2023/10/11,Platinum,4569
L6868,C1486,2024/07/10,Platinum,4938
L6869,C3380,2024/01/31,Gold,6757
L6870,C1880,2024/07/05,Gold,8989
L6871,C1233,2024/09/26,Gold,4613
L6872,C2493,2025/01/18,Silver,5645
L6873,C3586,2023/12/05,Platinum,9197
L6874,C2637,2023/07/26,Platinum,5411
L6875,C3697,2024/12/10,Gold,3788
L6876,C1332,2023/09/04,Gold,9627
L6877,C3310,2024/03/10,Platinum,5942
L6878,C1409,2024/02/07,Gold,7182
L6879,C2735,2023/07/20,Silver,1650
L6880,C1699,2023/11/26,Silver,9133
L6881,C2585,2025/03/21,Gold,5579
