pos_transaction_id,customer_id,transaction_date,store_id,product_id,quantity,price_per_unit,total_amount,city,state
24969,C3671,20-06-2025,S112,P300,5,98.03,490.15,East Meganbury,Nevada
24970,C3814,21-10-2024,S120,P500,3,351.73,1055.19,East Barbara,New Mexico
24971,C1342,03-04-2025,S111,P201,1,241.14,241.14,New Zacharyview,Oregon
24972,C3665,17-05-2025,S104,P300,5,464.43,2322.15,East Christophershire,Idaho
24973,C1225,25-11-2024,S104,P202,5,231.26,1156.3,Garciaville,Colorado
24974,C1360,15-12-2024,S106,P100,4,377.66,1510.64,Andrewfurt,Pennsylvania
24975,C1853,11-09-2024,S104,P502,5,394.29,1971.45,New Kennethfort,Ohio
24976,C3932,08-12-2024,S108,P202,5,360.0,1800.0,Benjaminbury,Nevada
24977,C1657,16-04-2025,S104,P301,1,465.62,465.62,Chelseatown,North Dakota
24978,C2846,07-01-2025,S117,P401,1,482.82,482.82,West Damonchester,North Carolina
24979,C3859,16-01-2025,S112,P401,1,473.22,473.22,Phillipsside,Georgia
24980,C2859,20-04-2025,S101,P301,2,383.31,766.62,Sarahshire,Vermont
24981,C3644,08-02-2025,S111,P401,1,123.3,123.3,Lake Roberta,Hawaii
24982,C2010,13-06-2025,S102,P502,2,362.85,725.7,Michaelhaven,South Carolina
24983,C2295,13-02-2025,S103,P202,5,295.89,1479.45,Thomasville,Maine
24984,C1011,18-06-2025,S111,P102,4,370.1,1480.4,Kevinborough,Idaho
24985,C1414,15-02-2025,S120,P300,2,498.34,996.68,Lake Patriciaton,Rhode Island
24986,C2843,13-01-2025,S108,P201,2,183.19,366.38,South Brittanyfurt,Connecticut
24987,C3889,01-09-2024,S115,P502,3,203.75,611.25,West David,California
24988,C2486,17-02-2025,S114,P301,3,177.63,532.89,Raytown,Colorado
24989,C1950,28-01-2025,S108,P302,1,288.72,288.72,Port Stephen,Nebraska
24990,C3596,19-07-2024,S110,P201,3,255.63,766.89,South Kimberly,Oregon
24991,C1257,08-09-2024,S102,P102,3,373.58,1120.74,Warrenfort,Massachusetts
24992,C2844,14-05-2025,S111,P301,5,459.81,2299.05,New Tamara,Vermont
24993,C2519,09-01-2025,S106,P102,3,217.31,651.93,West Ryan,Connecticut
24994,C1625,07-09-2024,S104,P300,3,157.15,471.45,East Hayley,Kansas
24995,C3891,13-10-2024,S104,P502,1,330.57,330.57,Huangmouth,Maine
24996,C3651,15-02-2025,S109,P400,2,289.11,578.22,New Patriciafort,Oklahoma
24997,C2737,19-04-2025,S120,P500,3,233.47,700.41,Williamshaven,South Carolina
24998,C2411,02-01-2025,S105,P501,2,464.87,929.74,New Jennifer,Wyoming
24999,C2860,17-09-2024,S112,P100,5,279.81,1399.05,North Kaitlyn,North Dakota
25000,C3453,18-02-2025,S114,P100,1,345.32,345.32,Lake Jeffrey,Arizona
25001,C3122,19-01-2025,S113,P400,1,90.13,90.13,South Jasontown,Rhode Island
25002,C3878,15-04-2025,S117,P402,3,129.43,388.29,Goodmanside,North Carolina
25003,C2450,06-04-2025,S114,P102,5,415.35,2076.75,Bowenview,Arizona
25004,C2087,04-06-2025,S116,P500,4,87.54,350.16,Richardfurt,Tennessee
25005,C1964,09-08-2024,S117,P402,5,90.64,453.2,West Jeffreyland,Illinois
25006,C1416,10-06-2025,S100,P301,1,338.02,338.02,South Jacobton,Oregon
25007,C2794,05-03-2025,S107,P500,3,208.03,624.09,West Kathleen,New Mexico
25008,C2064,01-01-2025,S117,P102,5,471.09,2355.45,Shannontown,Wyoming
25009,C2984,31-10-2024,S104,P102,1,94.57,94.57,Richardsonmouth,Colorado
25010,C1168,28-10-2024,S102,P402,3,220.98,662.94,New Vanessaborough,Oregon
25011,C2701,07-04-2025,S107,P100,3,223.22,669.66,Port Bobby,Connecticut
25012,C3087,01-07-2025,S108,P102,1,22.91,22.91,Angelahaven,Utah
25013,C3487,15-07-2024,S120,P501,3,233.6,700.8,Bushmouth,Kansas
25014,C3120,02-03-2025,S103,P202,2,418.39,836.78,West Eric,Texas
25015,C2171,23-05-2025,S115,P201,1,60.97,60.97,Berryshire,Minnesota
25016,C2131,16-12-2024,S117,P401,5,490.46,2452.3,Jacobsberg,Illinois
25017,C3518,02-09-2024,S103,P301,1,415.88,415.88,Barnesfort,Florida
25018,C3351,23-09-2024,S114,P100,3,166.83,500.49,North Aliciaton,Maryland
25019,C2120,10-06-2025,S106,P101,2,372.17,744.34,North Tracey,Washington
25020,C2823,31-03-2025,S110,P100,2,257.11,514.22,Crawfordland,Arkansas
25021,C1011,18-04-2025,S113,P102,2,45.66,91.32,Alexandraland,South Carolina
25022,C2413,05-06-2025,S119,P101,2,177.01,354.02,Bellport,Nebraska
25023,C2954,14-06-2025,S114,P501,1,441.77,441.77,Karafort,North Dakota
25024,C2183,07-09-2024,S101,P200,4,197.26,789.04,Vasquezview,Tennessee
25025,C2401,09-03-2025,S106,P101,2,167.01,334.02,Johntown,Illinois
25026,C2937,24-07-2024,S104,P301,3,232.86,698.58,Herrerafurt,Oklahoma
25027,C3444,04-02-2025,S106,P502,1,255.92,255.92,Johnstonberg,West Virginia
25028,C2757,19-10-2024,S103,P400,3,291.98,875.94,South Michelle,Texas
25029,C3302,02-01-2025,S106,P402,5,303.21,1516.05,East Jason,New Jersey
25030,C2252,03-07-2025,S117,P402,3,18.53,55.59,Port Margaretton,New Mexico
25031,C1692,14-03-2025,S115,P102,1,457.61,457.61,West Angelafort,Virginia
25032,C2133,19-12-2024,S112,P102,2,204.6,409.2,East Heather,Colorado
25033,C3578,13-01-2025,S101,P302,4,205.01,820.04,Duketon,Alabama
25034,C3798,10-08-2024,S115,P300,4,94.81,379.24,Johnsonton,Delaware
25035,C2252,19-09-2024,S115,P301,2,452.37,904.74,Port Olivia,Alabama
25036,C1704,23-07-2024,S113,P402,1,68.32,68.32,West Julianview,Texas
25037,C3318,23-12-2024,S119,P101,3,271.39,814.17,West Emma,Tennessee
25038,C1769,15-01-2025,S118,P201,5,456.58,2282.9,Pottsport,Illinois
25039,C2833,22-09-2024,S119,P402,5,380.21,1901.05,New Jerome,Missouri
25040,C2322,08-09-2024,S118,P102,4,450.9,1803.6,Lake Jenny,Idaho
25041,C1069,09-11-2024,S107,P101,3,136.85,410.55,Cohenton,Maine
25042,C2077,13-07-2024,S120,P202,2,70.51,141.02,Port Susantown,Idaho
25043,C2045,15-06-2025,S105,P502,5,492.18,2460.9,Chrismouth,New Jersey
25044,C2344,23-04-2025,S116,P401,2,451.05,902.1,South Jonathanton,Oklahoma
25045,C2556,28-02-2025,S110,P500,3,394.82,1184.46,Lisabury,Colorado
25046,C2975,24-10-2024,S106,P301,5,83.8,419.0,New Patrick,Wisconsin
25047,C1468,30-03-2025,S113,P402,2,21.48,42.96,Port Rachael,Utah
25048,C2092,23-01-2025,S105,P502,2,308.51,617.02,Angelaport,Virginia
25049,C1073,05-11-2024,S109,P300,5,438.37,2191.85,South Autumnland,Maryland
25050,C1081,08-10-2024,S112,P502,1,15.6,15.6,Dianafurt,California
25051,C2633,25-08-2024,S104,P400,5,356.61,1783.05,Danielleburgh,Indiana
25052,C3291,19-07-2024,S106,P300,5,499.47,2497.35,Grantmouth,Wyoming
25053,C3367,25-01-2025,S105,P202,1,25.15,25.15,East Karen,South Dakota
25054,C1627,20-11-2024,S117,P400,2,265.05,530.1,Natashatown,Hawaii
25055,C1582,07-10-2024,S112,P500,3,252.04,756.12,New Daniel,Iowa
25056,C2444,26-05-2025,S115,P400,1,275.34,275.34,Yvonnechester,Rhode Island
25057,C3963,08-09-2024,S103,P101,4,250.68,1002.72,North Marcchester,Ohio
25058,C1929,16-10-2024,S119,P401,2,398.84,797.68,Sergiohaven,Mississippi
25059,C1175,19-03-2025,S107,P402,4,331.17,1324.68,Lake Melissahaven,Kentucky
25060,C1982,20-08-2024,S119,P400,5,438.42,2192.1,South Garrettbury,Mississippi
25061,C3395,28-08-2024,S116,P402,2,88.33,176.66,Karinaside,North Carolina
25062,C3401,07-07-2025,S110,P200,4,295.83,1183.32,Lake Lindsay,Indiana
25063,C1850,17-01-2025,S100,P400,4,278.45,1113.8,South Stephen,Pennsylvania
25064,C2507,05-02-2025,S112,P102,2,23.81,47.62,Lake Patrickshire,West Virginia
25065,C3435,22-11-2024,S112,P301,1,167.59,167.59,North Mallory,Tennessee
25066,C3134,14-11-2024,S104,P502,4,424.46,1697.84,North Stephen,Tennessee
25067,C3196,15-09-2024,S106,P501,3,453.54,1360.62,Amyborough,Kansas
25068,C3683,26-06-2025,S107,P200,5,444.52,2222.6,Olsonview,Nevada
25069,C1355,09-05-2025,S110,P500,2,454.19,908.38,Robertland,Kentucky
25070,C1026,11-04-2025,S117,P400,2,470.84,941.68,Kramerfurt,Missouri
25071,C3948,26-05-2025,S112,P202,4,459.52,1838.08,East Roberthaven,Kansas
25072,C2183,29-07-2024,S115,P200,5,239.87,1199.35,South Erin,California
25073,C3430,04-02-2025,S116,P200,1,430.95,430.95,Nicolehaven,Iowa
25074,C1457,21-06-2025,S113,P200,3,265.12,795.36,Davidmouth,Tennessee
25075,C1706,11-11-2024,S117,P100,2,132.43,264.86,New Nicholeton,South Dakota
25076,C3628,29-01-2025,S101,P502,3,244.47,733.41,Lake Anthony,Georgia
25077,C3476,18-10-2024,S113,P101,5,377.07,1885.35,South Jonathanhaven,Ohio
25078,C1653,12-08-2024,S120,P400,5,213.69,1068.45,Hoffmanview,Connecticut
25079,C1038,14-02-2025,S105,P402,2,427.6,855.2,New Alexisport,New York
25080,C1836,08-06-2025,S104,P401,5,267.49,1337.45,South Markmouth,Oregon
25081,C3314,06-12-2024,S113,P402,2,285.86,571.72,South Amy,Missouri
25082,C3364,08-02-2025,S102,P401,2,292.09,584.18,Jeanettebury,Indiana
25083,C1650,20-01-2025,S117,P201,3,42.95,128.85,East Kellyshire,Texas
25084,C1292,16-10-2024,S114,P202,5,463.03,2315.15,Harrishaven,Maine
25085,C2388,12-10-2024,S101,P302,4,247.92,991.68,East Kiara,Connecticut
25086,C1040,06-04-2025,S108,P500,2,349.94,699.88,Adamschester,Missouri
25087,C3428,12-01-2025,S104,P402,2,20.82,41.64,Williamborough,West Virginia
25088,C2145,08-01-2025,S116,P302,1,425.7,425.7,Melissaberg,Rhode Island
25089,C3241,14-08-2024,S106,P500,3,58.5,175.5,Danielleborough,Washington
25090,C1127,21-05-2025,S115,P201,4,238.97,955.88,West Timothybury,Maryland
25091,C2108,25-08-2024,S115,P102,5,19.04,95.2,Murphymouth,Virginia
25092,C1572,21-03-2025,S114,P202,3,373.4,1120.2,East Thomasberg,Nevada
25093,C2509,14-09-2024,S117,P200,1,262.84,262.84,North James,Massachusetts
25094,C2477,14-10-2024,S102,P102,1,331.71,331.71,Brownshire,Kentucky
25095,C3429,09-11-2024,S116,P401,5,479.5,2397.5,East Natasha,Idaho
25096,C2668,29-03-2025,S117,P400,2,19.49,38.98,Hayleyview,North Dakota
25097,C2125,24-08-2024,S107,P401,2,210.95,421.9,Scottbury,Alabama
25098,C2525,22-08-2024,S105,P502,3,41.26,123.78,West Brooke,Utah
25099,C1749,09-08-2024,S120,P201,5,265.15,1325.75,New Brandonport,Kansas
25100,C1287,31-03-2025,S112,P100,5,320.09,1600.45,Wilsonchester,Kansas
25101,C2896,15-11-2024,S108,P401,1,187.78,187.78,Ashleyshire,Utah
25102,C2152,07-11-2024,S106,P401,2,128.98,257.96,West Randyland,Iowa
25103,C3546,03-10-2024,S116,P401,4,148.41,593.64,South Williamside,New York
25104,C3670,22-04-2025,S100,P302,4,455.39,1821.56,Dawnhaven,Kentucky
25105,C2568,02-03-2025,S116,P200,3,19.37,58.11,Riverafurt,New Jersey
25106,C1550,27-01-2025,S114,P102,1,167.17,167.17,Jasonstad,Arkansas
25107,C2609,11-01-2025,S101,P401,1,315.94,315.94,West Michaelstad,Arkansas
25108,C2481,21-12-2024,S116,P200,4,414.5,1658.0,East Nicolebury,Georgia
25109,C1827,15-07-2024,S119,P301,5,336.08,1680.4,Elizabethstad,Alaska
25110,C1709,23-10-2024,S118,P400,2,410.31,820.62,Lake John,Maryland
25111,C3957,01-07-2025,S120,P500,5,137.24,686.2,Valerieshire,Vermont
25112,C1965,10-06-2025,S120,P302,4,451.26,1805.04,New Lisaside,Arizona
25113,C3038,12-07-2024,S102,P300,2,303.13,606.26,Halechester,Delaware
25114,C1152,11-05-2025,S113,P200,4,118.0,472.0,Larryhaven,Texas
25115,C2822,01-07-2025,S114,P102,2,467.7,935.4,Port Ana,Maryland
25116,C2950,12-05-2025,S117,P101,1,310.74,310.74,West Tina,Nevada
25117,C3765,05-06-2025,S102,P102,1,278.97,278.97,Jenniferburgh,Michigan
25118,C1821,03-12-2024,S108,P401,5,491.21,2456.05,New Danielbury,Alaska
25119,C2395,17-06-2025,S112,P100,3,427.71,1283.13,Watsonchester,Wyoming
25120,C2845,19-12-2024,S108,P402,2,139.34,278.68,South Brenda,Tennessee
25121,C3099,13-09-2024,S109,P200,4,440.12,1760.48,Marcmouth,Florida
25122,C2877,16-02-2025,S102,P202,4,68.07,272.28,Port William,Nevada
25123,C2637,15-04-2025,S109,P201,3,441.55,1324.65,Davidsonshire,Rhode Island
25124,C1460,03-12-2024,S108,P501,4,375.67,1502.68,Danielland,Wyoming
25125,C3352,13-01-2025,S107,P201,3,466.78,1400.34,Paynefurt,Kansas
25126,C3449,09-07-2025,S100,P400,4,164.25,657.0,Kramerfurt,Iowa
25127,C1053,28-09-2024,S101,P502,4,347.94,1391.76,Nicolemouth,Florida
25128,C3276,04-04-2025,S105,P201,1,463.56,463.56,Lindaview,Vermont
25129,C2334,09-04-2025,S107,P500,4,32.19,128.76,New Susan,North Dakota
25130,C1468,24-05-2025,S100,P201,3,43.85,131.55,Sarahshire,Oklahoma
25131,C3305,30-09-2024,S104,P200,1,46.02,46.02,Julieville,Tennessee
25132,C3349,11-12-2024,S104,P101,1,319.77,319.77,East Deborah,Wisconsin
25133,C2878,22-11-2024,S100,P202,5,467.19,2335.95,Brandonberg,North Dakota
25134,C1713,15-01-2025,S113,P502,5,437.13,2185.65,Lake David,Delaware
25135,C1908,26-01-2025,S101,P200,2,286.74,573.48,Morsehaven,Virginia
25136,C3847,03-12-2024,S110,P100,2,93.41,186.82,West Ashley,Alabama
25137,C1167,24-06-2025,S112,P200,2,141.14,282.28,New Cynthia,Alaska
25138,C2242,20-01-2025,S116,P200,3,55.98,167.94,Simmonsberg,Mississippi
25139,C3424,09-04-2025,S116,P400,1,206.49,206.49,Scottshire,Idaho
25140,C3829,20-12-2024,S113,P502,2,132.81,265.62,Millerfurt,South Carolina
25141,C1716,07-05-2025,S114,P500,2,300.03,600.06,East Tinachester,Maine
25142,C2098,18-03-2025,S110,P402,5,294.89,1474.45,Nicoletown,Alaska
25143,C3605,14-11-2024,S105,P102,5,101.36,506.8,West Isaiah,Texas
25144,C3257,26-05-2025,S105,P402,5,74.88,374.4,Robinsonport,Florida
25145,C2357,20-07-2024,S106,P501,2,433.94,867.88,South Desiree,Wyoming
25146,C3006,13-11-2024,S109,P502,2,352.09,704.18,Millerland,Georgia
25147,C1307,05-11-2024,S105,P300,4,140.61,562.44,Fieldsbury,Virginia
25148,C1147,07-09-2024,S117,P402,3,379.17,1137.51,New Herbert,Alaska
25149,C3655,12-11-2024,S100,P301,3,107.16,321.48,Kyleview,South Carolina
25150,C1928,23-02-2025,S103,P401,5,482.52,2412.6,Powersborough,New Jersey
25151,C3178,02-02-2025,S105,P201,5,127.03,635.15,Port Amyburgh,Nebraska
25152,C2295,22-01-2025,S109,P402,1,201.29,201.29,East Robin,Maryland
25153,C3287,30-05-2025,S110,P301,2,139.13,278.26,East Danaview,Nebraska
25154,C1555,21-11-2024,S107,P300,2,421.36,842.72,Clarkfurt,Florida
25155,C2506,02-03-2025,S105,P401,1,214.25,214.25,Georgechester,Rhode Island
25156,C3740,22-01-2025,S114,P200,5,43.13,215.65,Henrybury,Connecticut
25157,C3605,10-09-2024,S108,P202,2,487.05,974.1,West Melissafort,Arkansas
25158,C1061,03-11-2024,S108,P501,3,80.96,242.88,East Terriview,Virginia
25159,C1243,20-08-2024,S111,P300,3,81.34,244.02,North Miranda,Connecticut
25160,C3655,17-10-2024,S116,P201,4,108.86,435.44,Castrobury,Kentucky
25161,C3966,19-01-2025,S103,P500,4,386.32,1545.28,South Christopher,Alabama
25162,C3873,26-11-2024,S112,P200,5,387.43,1937.15,Gutierreztown,Washington
25163,C3938,21-09-2024,S101,P202,5,175.72,878.6,Smithport,Kansas
25164,C1649,12-07-2024,S113,P100,2,14.3,28.6,Ingramchester,South Dakota
25165,C3396,15-01-2025,S111,P402,5,399.66,1998.3,Sanchezton,Nebraska
25166,C1007,28-12-2024,S110,P100,4,371.61,1486.44,Reedside,Massachusetts
25167,C3592,23-07-2024,S100,P400,2,246.63,493.26,Lisaside,Kentucky
25168,C1240,31-07-2024,S101,P202,2,491.94,983.88,Dillonberg,Oregon
25169,C1048,20-01-2025,S102,P102,1,116.77,116.77,Brownbury,Vermont
25170,C3323,10-02-2025,S105,P100,5,34.0,170.0,Angelaburgh,Virginia
25171,C1015,19-06-2025,S106,P500,1,388.72,388.72,Port Jameston,Arizona
25172,C2369,01-12-2024,S103,P502,4,260.73,1042.92,North Michelle,Maine
25173,C1657,01-08-2024,S113,P300,4,256.83,1027.32,Lake Christopher,New Hampshire
25174,C2613,20-09-2024,S105,P301,1,401.4,401.4,Lake Brandonchester,Vermont
25175,C3768,21-08-2024,S111,P300,5,183.99,919.95,North Megan,Illinois
25176,C3336,28-04-2025,S115,P300,5,246.34,1231.7,New Kellyfort,Kansas
25177,C1650,20-01-2025,S105,P500,3,334.82,1004.46,Murphyside,Virginia
25178,C1566,02-07-2025,S116,P101,5,334.36,1671.8,West Kristina,Wyoming
25179,C3171,23-08-2024,S115,P201,1,351.31,351.31,Mullinsville,Kentucky
25180,C2659,30-12-2024,S106,P301,3,397.29,1191.87,Humphreyborough,California
25181,C2605,10-02-2025,S112,P201,2,498.82,997.64,Port Harold,Connecticut
25182,C2049,28-12-2024,S116,P101,4,98.87,395.48,Jennatown,Kentucky
25183,C3518,25-04-2025,S100,P300,2,449.31,898.62,Meganbury,Ohio
25184,C1401,09-10-2024,S101,P100,3,119.67,359.01,West James,Wyoming
25185,C3979,22-07-2024,S100,P101,1,305.72,305.72,North Sydneystad,Georgia
25186,C2000,23-09-2024,S100,P401,1,134.68,134.68,Craigtown,Washington
25187,C3523,21-11-2024,S106,P201,1,474.92,474.92,East Jacquelineborough,South Carolina
25188,C1054,12-11-2024,S111,P300,5,355.62,1778.1,North Kayla,Maryland
25189,C2433,03-04-2025,S115,P300,2,118.08,236.16,Andreahaven,Delaware
25190,C3252,11-03-2025,S103,P300,3,69.28,207.84,Port Victoriaville,Massachusetts
25191,C3617,18-12-2024,S116,P201,2,345.71,691.42,Morrisonmouth,Iowa
25192,C2808,08-08-2024,S107,P101,1,332.48,332.48,Mccallberg,Nevada
25193,C1915,31-10-2024,S114,P502,5,14.57,72.85,West Charlesland,New York
25194,C3941,05-10-2024,S111,P502,5,288.95,1444.75,Mossmouth,Connecticut
25195,C2978,02-04-2025,S112,P301,2,280.57,561.14,Watsonberg,Georgia
25196,C1419,28-12-2024,S113,P501,1,265.69,265.69,Raymondview,Mississippi
25197,C1471,20-11-2024,S106,P202,5,101.72,508.6,North Kelly,Iowa
25198,C2195,18-01-2025,S103,P400,3,124.63,373.89,Port Adam,West Virginia
25199,C3746,25-03-2025,S120,P500,4,499.76,1999.04,New Billy,Virginia
25200,C1938,06-01-2025,S104,P202,5,166.61,833.05,Kevinfurt,New Mexico
25201,C1115,02-06-2025,S110,P501,3,140.51,421.53,North Christina,Nevada
25202,C1573,15-09-2024,S102,P301,4,125.83,503.32,Andrewton,Montana
25203,C2600,29-12-2024,S104,P500,4,20.14,80.56,Wandachester,Arizona
25204,C1175,12-07-2024,S117,P402,4,56.43,225.72,South Andrewchester,Iowa
25205,C1155,24-09-2024,S120,P301,4,215.19,860.76,Lake Jameschester,Maryland
25206,C3391,25-05-2025,S116,P401,5,259.27,1296.35,West Cheryl,Massachusetts
25207,C3041,24-06-2025,S109,P501,2,265.1,530.2,West Tyler,Oklahoma
25208,C3534,19-08-2024,S120,P200,2,415.37,830.74,East Steventon,Oregon
25209,C3132,24-08-2024,S110,P502,5,450.75,2253.75,Ericborough,Michigan
25210,C2256,06-04-2025,S118,P201,5,260.77,1303.85,Gonzalezton,Montana
25211,C2452,04-03-2025,S110,P402,2,184.52,369.04,Johnsonmouth,Washington
25212,C2340,01-12-2024,S107,P500,2,354.92,709.84,Morrisville,West Virginia
25213,C1265,06-01-2025,S106,P502,3,403.34,1210.02,East Jonathan,North Dakota
25214,C1273,03-06-2025,S109,P100,3,425.05,1275.15,East Michele,South Carolina
25215,C1311,21-07-2024,S114,P501,4,488.74,1954.96,East Michaelside,Iowa
25216,C1759,06-11-2024,S120,P300,1,307.16,307.16,Charlesshire,Illinois
25217,C2833,08-01-2025,S107,P400,1,453.04,453.04,Joeltown,Oregon
25218,C2750,31-07-2024,S120,P101,3,231.41,694.23,Munozburgh,Indiana
25219,C3106,19-08-2024,S113,P301,2,168.56,337.12,New Rita,Alaska
25220,C3990,31-01-2025,S108,P400,1,289.33,289.33,South Michael,South Dakota
25221,C1002,28-01-2025,S117,P402,1,69.18,69.18,Lake Heidiport,North Dakota
25222,C2379,06-12-2024,S105,P100,4,155.94,623.76,Lake Christina,Connecticut
25223,C2655,05-03-2025,S103,P301,5,469.54,2347.7,Kimberlyborough,Minnesota
25224,C1454,03-04-2025,S102,P300,5,186.98,934.9,Aguilarmouth,Illinois
25225,C1797,01-06-2025,S100,P102,5,460.35,2301.75,Danielfort,Washington
25226,C2959,10-11-2024,S102,P402,1,179.89,179.89,Rebeccamouth,Hawaii
25227,C1248,17-01-2025,S107,P101,4,273.22,1092.88,Martinezchester,Montana
25228,C1361,20-06-2025,S118,P400,2,378.98,757.96,Brittanyshire,Wyoming
25229,C3838,01-07-2025,S114,P302,2,455.21,910.42,Matthewfort,Hawaii
25230,C2578,15-06-2025,S113,P100,1,106.92,106.92,South Kevin,Colorado
25231,C3879,10-02-2025,S115,P101,2,84.45,168.9,Jasminehaven,North Dakota
25232,C2439,13-05-2025,S118,P502,5,41.95,209.75,Melaniechester,Wisconsin
25233,C1251,05-05-2025,S112,P302,3,220.05,660.15,North Gabriellestad,Virginia
25234,C3660,10-07-2024,S118,P502,3,476.96,1430.88,Thompsonchester,North Dakota
25235,C2090,03-11-2024,S105,P500,3,97.04,291.12,Port Scott,Maine
25236,C3489,01-07-2025,S100,P402,3,336.21,1008.63,South Julia,Arkansas
25237,C3563,15-07-2024,S112,P101,1,174.98,174.98,Jonesstad,Maryland
25238,C2561,22-10-2024,S105,P301,2,384.23,768.46,West Colleen,Ohio
25239,C1026,09-03-2025,S100,P200,1,421.11,421.11,East Tylerborough,South Dakota
25240,C1698,23-06-2025,S101,P302,3,390.25,1170.75,New Emilyhaven,New Jersey
25241,C3534,12-06-2025,S112,P500,2,163.15,326.3,South Steven,Louisiana
25242,C3244,30-04-2025,S107,P502,5,346.06,1730.3,East Kristine,Georgia
25243,C1811,02-07-2025,S116,P100,3,300.25,900.75,North Ashley,Idaho
25244,C2086,01-05-2025,S108,P401,4,275.49,1101.96,Williamtown,Maine
25245,C3438,05-03-2025,S102,P102,2,65.06,130.12,Ethanmouth,Vermont
25246,C1590,12-01-2025,S120,P400,4,82.42,329.68,East Dylan,Maine
25247,C2261,23-08-2024,S104,P101,5,487.35,2436.75,West Ann,Louisiana
25248,C1059,05-12-2024,S100,P402,1,106.31,106.31,Lake Jeffrey,Texas
25249,C3555,25-12-2024,S103,P202,5,20.56,102.8,New Tiffany,South Dakota
25250,C2275,25-10-2024,S104,P301,2,182.37,364.74,East Sarah,South Dakota
25251,C1416,14-03-2025,S103,P500,5,352.15,1760.75,South Rebecca,New Jersey
25252,C3018,25-09-2024,S100,P200,1,174.35,174.35,East Christopherland,South Dakota
25253,C1621,27-10-2024,S106,P100,3,340.63,1021.89,Burkemouth,Florida
25254,C3006,22-09-2024,S107,P400,2,166.33,332.66,West Randyfurt,Arizona
25255,C2849,02-02-2025,S103,P202,2,302.36,604.72,North Sean,North Carolina
25256,C3449,14-11-2024,S110,P200,2,35.73,71.46,North Matthewchester,Alabama
25257,C2145,16-09-2024,S107,P301,1,314.24,314.24,Oconnellmouth,Louisiana
25258,C3212,09-11-2024,S113,P402,5,323.84,1619.2,Tanyatown,South Carolina
25259,C1880,20-08-2024,S100,P500,3,279.67,839.01,South Lauriefort,Illinois
25260,C2624,09-01-2025,S118,P401,3,431.23,1293.69,Andrewsfurt,Arkansas
25261,C3491,09-04-2025,S101,P200,1,364.95,364.95,Johnsonburgh,Utah
25262,C2357,08-04-2025,S113,P202,4,166.75,667.0,West Troy,Colorado
25263,C1745,03-01-2025,S117,P401,1,124.79,124.79,Rodriguezchester,Massachusetts
25264,C2106,25-08-2024,S107,P200,2,484.4,968.8,East Danielfort,Minnesota
25265,C2261,27-06-2025,S105,P102,3,242.6,727.8,Sharonchester,Pennsylvania
25266,C1790,12-01-2025,S119,P400,1,179.94,179.94,Jenniferbury,Maine
25267,C1454,20-02-2025,S113,P301,1,152.45,152.45,New Rebekah,Texas
25268,C3162,16-10-2024,S108,P102,1,48.77,48.77,Christophermouth,Hawaii
25269,C3446,26-09-2024,S112,P201,4,324.47,1297.88,North Sergio,New Jersey
25270,C3182,03-10-2024,S113,P200,2,321.31,642.62,New Angela,Kansas
25271,C2916,07-09-2024,S115,P201,1,421.11,421.11,East Michael,Iowa
25272,C3462,11-08-2024,S100,P201,4,496.4,1985.6,Lake Christian,Wisconsin
25273,C3101,21-04-2025,S109,P301,3,304.32,912.96,Allisontown,Oregon
25274,C2089,26-08-2024,S109,P500,1,17.34,17.34,East Adam,Utah
25275,C2845,17-11-2024,S109,P402,3,115.51,346.53,Lake Nicolemouth,North Carolina
25276,C2943,04-02-2025,S120,P502,2,33.15,66.3,East Davidberg,Oklahoma
25277,C2919,21-05-2025,S116,P402,1,497.01,497.01,Dianafurt,California
25278,C1001,11-07-2024,S102,P502,5,419.43,2097.15,East Kimberlymouth,Louisiana
25279,C3315,30-10-2024,S111,P200,4,441.87,1767.48,Smithfort,Iowa
25280,C2719,17-01-2025,S105,P102,1,424.05,424.05,Whiteland,South Carolina
25281,C2516,25-05-2025,S105,P501,3,79.83,239.49,North Jenniferton,Iowa
25282,C2381,10-10-2024,S115,P100,1,216.77,216.77,Castroburgh,Tennessee
25283,C3943,07-04-2025,S106,P100,5,254.29,1271.45,Joyceton,West Virginia
25284,C3664,11-04-2025,S117,P202,3,257.92,773.76,Port Cody,Alaska
25285,C1230,21-05-2025,S109,P100,2,495.86,991.72,New Ronaldfort,Iowa
25286,C1530,27-06-2025,S103,P501,4,136.79,547.16,Josephmouth,Missouri
25287,C3836,09-11-2024,S117,P300,3,138.64,415.92,North Linda,Washington
25288,C3406,27-04-2025,S117,P201,1,284.3,284.3,North James,Mississippi
25289,C2614,02-06-2025,S118,P101,3,234.53,703.59,West Gary,Maine
25290,C2459,07-12-2024,S117,P200,5,218.75,1093.75,New Douglas,Indiana
25291,C1639,13-08-2024,S103,P301,1,245.73,245.73,South Megan,Nevada
25292,C3766,30-03-2025,S118,P401,5,467.66,2338.3,Conradview,New Mexico
25293,C1925,25-11-2024,S101,P501,5,37.62,188.1,Jasonburgh,Pennsylvania
25294,C1354,27-08-2024,S120,P301,2,387.09,774.18,Simmonsport,South Carolina
25295,C2610,12-06-2025,S107,P501,3,424.24,1272.72,East Lorihaven,Arkansas
25296,C2964,02-08-2024,S100,P501,5,490.05,2450.25,North Matthewshire,Ohio
